%time core_I mic_click_I mic_click_I battery
0.497 0.243444444444444 0.12 0.002 0.999999130405468
0.498 0.243444444444444 0.12 0.002 0.999999128763484
0.499 0.243444444444444 0.12 0.002 0.9999991271215
0.5 0.243444444444444 0.12 0.002 0.999999125479516
0.501 0.243444444444444 0.12 0.002 0.999999123837532
0.502 0.243444444444444 0.12 0.002 0.999999122195548
0.503 0.243444444444444 0.12 0.002 0.999999120553564
0.504 0.243444444444444 0.12 0.002 0.99999911891158
0.505 0.243444444444444 0.12 0.002 0.999999117269596
0.506 0.243444444444444 0.12 0.002 0.999999115627612
0.507 0.243444444444444 0.12 0.002 0.999999113985628
0.508 0.243444444444444 0.12 0.002 0.999999112343644
0.509 0.243444444444444 0.12 0.002 0.99999911070166
0.51 0.243444444444444 0.12 0.002 0.999999109059676
0.511 0.243444444444444 0.12 0.002 0.999999107417692
0.512 0.243444444444444 0.12 0.002 0.999999105775708
0.513 0.243444444444444 0.12 0.002 0.999999104133724
0.514 0.243444444444444 0.12 0.002 0.99999910249174
0.515 0.290196726129623 0.0019999999999999 0.16 0.999999100849756
0.516 0.243444444444444 0.002 0.16 0.999999099207772
0.517 0.243444444444444 0.002 0.16 0.999999097444358
0.518 0.243444444444444 0.002 0.16 0.999999095471116
0.519 0.243444444444444 0.002 0.16 0.999999093497891
0.52 0.243444444444444 0.002 0.16 0.999999091613072
0.521 0.243444444444444 0.002 0.16 0.999999089728246
0.522 0.243444444444444 0.002 0.16 0.99999908784342
0.523 0.243444444444444 0.002 0.16 0.999999085958594
0.524 0.243444444444444 0.002 0.16 0.999999084073769
0.525 0.243444444444444 0.002 0.16 0.999999082188943
0.526 0.243444444444444 0.002 0.16 0.999999080304117
0.527 0.243444444444444 0.002 0.16 0.999999078419291
0.528 0.243444444444444 0.002 0.16 0.999999076534466
0.529 0.243444444444444 0.002 0.16 0.99999907464964
0.53 0.243444444444444 0.002 0.16 0.999999072764814
0.531 0.243444444444444 0.002 0.16 0.999999070879989
0.532 0.243444444444444 0.002 0.16 0.999999068995163
0.533 0.243444444444444 0.002 0.16 0.999999067110337
0.534 0.243444444444444 0.002 0.16 0.999999065225511
0.535 0.243444444444444 0.002 0.16 0.999999063340686
0.536 0.243444444444444 0.002 0.16 0.99999906145586
0.537 0.243444444444444 0.002 0.16 0.999999059571034
0.538 0.243444444444444 0.002 0.16 0.999999057686208
0.539 0.243444444444444 0.002 0.16 0.999999055801383
0.54 0.243444444444444 0.002 0.16 0.999999053916557
0.541 0.243444444444444 0.002 0.16 0.999999052031731
0.542 0.243444444444444 0.002 0.16 0.999999050146905
0.543 0.243444444444444 0.002 0.16 0.99999904826208
0.544 0.243444444444444 0.002 0.16 0.999999046377254
0.545 0.287699709787604 0.12 0.00199999999999986 0.999999044492428
0.546 0.243444444444444 0.12 0.002 0.999999042607602
0.547 0.243444444444444 0.12 0.002 0.999999040844206
0.548 0.243444444444444 0.12 0.002 0.999999039118771
0.549 0.243444444444444 0.12 0.002 0.999999037393334
0.55 0.243444444444444 0.12 0.002 0.999999035751355
0.551 0.243444444444444 0.12 0.002 0.999999034109371
0.552 0.243444444444444 0.12 0.002 0.999999032467388
0.553 0.243444444444444 0.12 0.002 0.999999030825404
0.554 0.243444444444444 0.12 0.002 0.99999902918342
0.555 0.243444444444444 0.12 0.002 0.999999027541436
0.556 0.243444444444444 0.12 0.002 0.999999025899452
0.557 0.243444444444444 0.12 0.002 0.999999024257468
0.558 0.243444444444444 0.12 0.002 0.999999022615484
0.559 0.243444444444444 0.12 0.002 0.9999990209735
0.56 0.243444444444444 0.12 0.002 0.999999019331516
0.561 0.243444444444444 0.12 0.002 0.999999017689533
0.562 0.243444444444444 0.12 0.002 0.999999016047549
0.563 0.243444444444444 0.12 0.002 0.999999014405565
0.564 0.243444444444444 0.12 0.002 0.999999012763581
0.565 0.243444444444444 0.12 0.002 0.999999011121597
0.566 0.243444444444444 0.12 0.002 0.999999009479613
0.567 0.243444444444444 0.12 0.002 0.999999007837629
0.568 0.243444444444444 0.12 0.002 0.999999006195645
0.569 0.243444444444444 0.12 0.002 0.999999004553662
0.57 0.243444444444444 0.12 0.002 0.999999002911678
0.571 0.243444444444444 0.12 0.002 0.999999001269694
0.572 0.243444444444444 0.12 0.002 0.99999899962771
0.573 0.243444444444444 0.12 0.002 0.999998997985726
0.574 0.243444444444444 0.12 0.002 0.999998996343742
0.575 0.28877827529952 0.0019999999999999 0.002 0.999998994701758
0.576 0.289637329821633 0.002 0.16 0.999998993059774
0.577 0.243444444444444 0.002 0.16 0.999998991774123
0.578 0.243444444444444 0.002 0.16 0.999998990281291
0.579 0.243444444444444 0.002 0.16 0.999998988223364
0.58 0.243444444444444 0.002 0.16 0.999998986251204
0.581 0.243444444444444 0.002 0.16 0.999998984366385
0.582 0.243444444444444 0.002 0.16 0.999998982481559
0.583 0.243444444444444 0.002 0.16 0.999998980596733
0.584 0.243444444444444 0.002 0.16 0.999998978711908
0.585 0.243444444444444 0.002 0.16 0.999998976827082
0.586 0.243444444444444 0.002 0.16 0.999998974942257
0.587 0.243444444444444 0.002 0.16 0.999998973057431
0.588 0.243444444444444 0.002 0.16 0.999998971172605
0.589 0.243444444444444 0.002 0.16 0.99999896928778
0.59 0.243444444444444 0.002 0.16 0.999998967402954
0.591 0.243444444444444 0.002 0.16 0.999998965518128
0.592 0.243444444444444 0.002 0.16 0.999998963633303
0.593 0.243444444444444 0.002 0.16 0.999998961748477
0.594 0.243444444444444 0.002 0.16 0.999998959863652
0.595 0.243444444444444 0.002 0.16 0.999998957978826
0.596 0.243444444444444 0.002 0.16 0.999998956094
0.597 0.243444444444444 0.002 0.16 0.999998954209175
0.598 0.243444444444444 0.002 0.16 0.999998952324349
0.599 0.243444444444444 0.002 0.16 0.999998950439523
0.6 0.243444444444444 0.002 0.16 0.999998948554698
0.601 0.243444444444444 0.002 0.16 0.999998946669872
0.602 0.243444444444444 0.002 0.16 0.999998944785046
0.603 0.243444444444444 0.002 0.16 0.999998942900221
0.604 0.243444444444444 0.002 0.16 0.999998941015395
0.605 0.243444444444444 0.002 0.16 0.99999893913057
0.606 0.287657041279589 0.002 0.12 0.999998937245744
0.607 0.243444444444444 0.002 0.12 0.999998935360918
0.608 0.243444444444444 0.002 0.12 0.999998933597522
0.609 0.243444444444444 0.002 0.12 0.999998931872168
0.61 0.243444444444444 0.002 0.12 0.999998930146811
0.611 0.243444444444444 0.002 0.12 0.999998928504833
0.612 0.243444444444444 0.002 0.12 0.999998926862849
0.613 0.243444444444444 0.002 0.12 0.999998925220865
0.614 0.243444444444444 0.002 0.12 0.999998923578881
0.615 0.243444444444444 0.002 0.12 0.999998921936898
0.616 0.243444444444444 0.002 0.12 0.999998920294914
0.617 0.243444444444444 0.002 0.12 0.99999891865293
0.618 0.243444444444444 0.002 0.12 0.999998917010946
0.619 0.243444444444444 0.002 0.12 0.999998915368963
0.62 0.243444444444444 0.002 0.12 0.999998913726979
0.621 0.243444444444444 0.002 0.12 0.999998912084995
0.622 0.243444444444444 0.002 0.12 0.999998910443011
0.623 0.243444444444444 0.002 0.12 0.999998908801027
0.624 0.243444444444444 0.002 0.12 0.999998907159044
0.625 0.243444444444444 0.002 0.12 0.99999890551706
0.626 0.243444444444444 0.002 0.12 0.999998903875076
0.627 0.243444444444444 0.002 0.12 0.999998902233092
0.628 0.243444444444444 0.002 0.12 0.999998900591109
0.629 0.243444444444444 0.002 0.12 0.999998898949125
0.63 0.243444444444444 0.002 0.12 0.999998897307141
0.631 0.243444444444444 0.002 0.12 0.999998895665157
0.632 0.243444444444444 0.002 0.12 0.999998894023174
0.633 0.243444444444444 0.002 0.12 0.99999889238119
0.634 0.243444444444444 0.002 0.12 0.999998890739206
0.635 0.243444444444444 0.002 0.12 0.999998889097222
0.636 0.290213395908702 0.002 0.12 0.999998887455238
0.637 0.243444444444444 0.002 0.12 0.999998885813255
0.638 0.243444444444444 0.002 0.12 0.999998884171271
0.639 0.243444444444444 0.002 0.12 0.999998882441083
0.64 0.243444444444444 0.002 0.12 0.999998880710902
0.641 0.243444444444444 0.002 0.12 0.999998879068924
0.642 0.243444444444444 0.002 0.12 0.99999887742694
0.643 0.243444444444444 0.002 0.12 0.999998875784956
0.644 0.243444444444444 0.002 0.12 0.999998874142973
0.645 0.243444444444444 0.002 0.12 0.999998872500989
0.646 0.243444444444444 0.002 0.12 0.999998870859005
0.647 0.243444444444444 0.002 0.12 0.999998869217021
0.648 0.243444444444444 0.002 0.12 0.999998867575037
0.649 0.243444444444444 0.002 0.12 0.999998865933054
0.65 0.243444444444444 0.002 0.12 0.99999886429107
0.651 0.243444444444444 0.002 0.12 0.999998862649086
0.652 0.243444444444444 0.002 0.12 0.999998861007102
0.653 0.243444444444444 0.002 0.12 0.999998859365119
0.654 0.243444444444444 0.002 0.12 0.999998857723135
0.655 0.243444444444444 0.002 0.12 0.999998856081151
0.656 0.243444444444444 0.002 0.12 0.999998854439167
0.657 0.243444444444444 0.002 0.12 0.999998852797183
0.658 0.243444444444444 0.002 0.12 0.9999988511552
0.659 0.243444444444444 0.002 0.12 0.999998849513216
0.66 0.243444444444444 0.002 0.12 0.999998847871232
0.661 0.243444444444444 0.002 0.12 0.999998846229249
0.662 0.243444444444444 0.002 0.12 0.999998844587265
0.663 0.243444444444444 0.002 0.12 0.999998842945282
0.664 0.243444444444444 0.002 0.12 0.999998841303298
0.665 0.243444444444444 0.002 0.12 0.999998839661314
0.666 0.290275148111886 0.002 0.12 0.999998838019331
0.667 0.243444444444444 0.002 0.12 0.999998836377347
0.668 0.243444444444444 0.002 0.12 0.999998834735363
0.669 0.243444444444444 0.002 0.12 0.999998833005059
0.67 0.243444444444444 0.002 0.12 0.999998831274761
0.671 0.243444444444444 0.002 0.12 0.999998829632783
0.672 0.243444444444444 0.002 0.12 0.999998827990799
0.673 0.243444444444444 0.002 0.12 0.999998826348816
0.674 0.243444444444444 0.002 0.12 0.999998824706832
0.675 0.243444444444444 0.002 0.12 0.999998823064848
0.676 0.243444444444444 0.002 0.12 0.999998821422865
0.677 0.243444444444444 0.002 0.12 0.999998819780881
0.678 0.243444444444444 0.002 0.12 0.999998818138897
0.679 0.243444444444444 0.002 0.12 0.999998816496914
0.68 0.243444444444444 0.002 0.12 0.99999881485493
0.681 0.243444444444444 0.002 0.12 0.999998813212946
0.682 0.243444444444444 0.002 0.12 0.999998811570963
0.683 0.243444444444444 0.002 0.12 0.999998809928979
0.684 0.243444444444444 0.002 0.12 0.999998808286995
0.685 0.243444444444444 0.002 0.12 0.999998806645012
0.686 0.243444444444444 0.002 0.12 0.999998805003028
0.687 0.243444444444444 0.002 0.12 0.999998803361045
0.688 0.243444444444444 0.002 0.12 0.999998801719061
0.689 0.243444444444444 0.002 0.12 0.999998800077077
0.69 0.243444444444444 0.002 0.12 0.999998798435094
0.691 0.243444444444444 0.002 0.12 0.99999879679311
0.692 0.243444444444444 0.002 0.12 0.999998795151126
0.693 0.243444444444444 0.002 0.12 0.999998793509143
0.694 0.243444444444444 0.002 0.12 0.999998791867159
0.695 0.243444444444444 0.002 0.12 0.999998790225175
0.696 0.290165390843786 0.002 0.12 0.999998788583192
0.697 0.243444444444444 0.002 0.12 0.999998786941208
0.698 0.243444444444444 0.002 0.12 0.999998785299224
0.699 0.243444444444444 0.002 0.12 0.999998783569128
0.7 0.243444444444444 0.002 0.12 0.999998781839037
0.701 0.243444444444444 0.002 0.12 0.999998780197059
0.702 0.243444444444444 0.002 0.12 0.999998778555075
0.703 0.243444444444444 0.002 0.12 0.999998776913091
0.704 0.243444444444444 0.002 0.12 0.999998775271108
0.705 0.243444444444444 0.002 0.12 0.999998773629124
0.706 0.243444444444444 0.002 0.12 0.99999877198714
0.707 0.243444444444444 0.002 0.12 0.999998770345157
0.708 0.243444444444444 0.002 0.12 0.999998768703173
0.709 0.243444444444444 0.002 0.12 0.999998767061189
0.71 0.243444444444444 0.002 0.12 0.999998765419206
0.711 0.243444444444444 0.002 0.12 0.999998763777222
0.712 0.243444444444444 0.002 0.12 0.999998762135238
0.713 0.243444444444444 0.002 0.12 0.999998760493255
0.714 0.243444444444444 0.002 0.12 0.999998758851271
0.715 0.243444444444444 0.002 0.12 0.999998757209287
0.716 0.243444444444444 0.002 0.12 0.999998755567304
0.717 0.243444444444444 0.002 0.12 0.99999875392532
0.718 0.243444444444444 0.002 0.12 0.999998752283336
0.719 0.243444444444444 0.002 0.12 0.999998750641353
0.72 0.243444444444444 0.002 0.12 0.999998748999369
0.721 0.243444444444444 0.002 0.12 0.999998747357385
0.722 0.243444444444444 0.002 0.12 0.999998745715402
0.723 0.243444444444444 0.002 0.12 0.999998744073418
0.724 0.243444444444444 0.002 0.12 0.999998742431434
0.725 0.243444444444444 0.002 0.12 0.999998740789451
0.726 0.286135008742599 0.002 0.0019999999999999 0.999998739147467
0.727 0.290028002695927 0.002 0.12 0.999998737505484
0.728 0.243444444444444 0.002 0.12 0.999998736219833
0.729 0.243444444444444 0.002 0.12 0.999998734853651
0.73 0.243444444444444 0.002 0.12 0.999998733043289
0.731 0.243444444444444 0.002 0.12 0.999998731313463
0.732 0.243444444444444 0.002 0.12 0.999998729671485
0.733 0.243444444444444 0.002 0.12 0.999998728029502
0.734 0.243444444444444 0.002 0.12 0.999998726387518
0.735 0.243444444444444 0.002 0.12 0.999998724745535
0.736 0.243444444444444 0.002 0.12 0.999998723103551
0.737 0.243444444444444 0.002 0.12 0.999998721461567
0.738 0.243444444444444 0.002 0.12 0.999998719819584
0.739 0.243444444444444 0.002 0.12 0.9999987181776
0.74 0.243444444444444 0.002 0.12 0.999998716535617
0.741 0.243444444444444 0.002 0.12 0.999998714893633
0.742 0.243444444444444 0.002 0.12 0.99999871325165
0.743 0.243444444444444 0.002 0.12 0.999998711609666
0.744 0.243444444444444 0.002 0.12 0.999998709967683
0.745 0.243444444444444 0.002 0.12 0.999998708325699
0.746 0.243444444444444 0.002 0.12 0.999998706683715
0.747 0.243444444444444 0.002 0.12 0.999998705041732
0.748 0.243444444444444 0.002 0.12 0.999998703399748
0.749 0.243444444444444 0.002 0.12 0.999998701757765
0.75 0.243444444444444 0.002 0.12 0.999998700115781
0.751 0.243444444444444 0.002 0.12 0.999998698473798
0.752 0.243444444444444 0.002 0.12 0.999998696831814
0.753 0.243444444444444 0.002 0.12 0.999998695189831
0.754 0.243444444444444 0.002 0.12 0.999998693547847
0.755 0.243444444444444 0.002 0.12 0.999998691905864
0.756 0.243444444444444 0.002 0.12 0.99999869026388
0.757 0.290212896424934 0.002 0.12 0.999998688621896
0.758 0.243444444444444 0.002 0.12 0.999998686979913
0.759 0.243444444444444 0.002 0.12 0.999998685337929
0.76 0.243444444444444 0.002 0.12 0.999998683607743
0.761 0.243444444444444 0.002 0.12 0.999998681877562
0.762 0.243444444444444 0.002 0.12 0.999998680235585
0.763 0.243444444444444 0.002 0.12 0.999998678593601
0.764 0.243444444444444 0.002 0.12 0.999998676951618
0.765 0.243444444444444 0.002 0.12 0.999998675309634
0.766 0.243444444444444 0.002 0.12 0.99999867366765
0.767 0.243444444444444 0.002 0.12 0.999998672025667
0.768 0.243444444444444 0.002 0.12 0.999998670383683
0.769 0.243444444444444 0.002 0.12 0.9999986687417
0.77 0.243444444444444 0.002 0.12 0.999998667099716
0.771 0.243444444444444 0.002 0.12 0.999998665457733
0.772 0.243444444444444 0.002 0.12 0.999998663815749
0.773 0.243444444444444 0.002 0.12 0.999998662173766
0.774 0.243444444444444 0.002 0.12 0.999998660531782
0.775 0.243444444444444 0.002 0.12 0.999998658889799
0.776 0.243444444444444 0.002 0.12 0.999998657247815
0.777 0.243444444444444 0.002 0.12 0.999998655605831
0.778 0.243444444444444 0.002 0.12 0.999998653963848
0.779 0.243444444444444 0.002 0.12 0.999998652321864
0.78 0.243444444444444 0.002 0.12 0.999998650679881
0.781 0.243444444444444 0.002 0.12 0.999998649037897
0.782 0.243444444444444 0.002 0.12 0.999998647395914
0.783 0.243444444444444 0.002 0.12 0.99999864575393
0.784 0.243444444444444 0.002 0.12 0.999998644111947
0.785 0.243444444444444 0.002 0.12 0.999998642469963
0.786 0.243444444444444 0.002 0.12 0.99999864082798
0.787 0.290237261721558 0.002 0.12 0.999998639185996
0.788 0.243444444444444 0.002 0.12 0.999998637544012
0.789 0.243444444444444 0.002 0.12 0.999998635902029
0.79 0.243444444444444 0.002 0.12 0.999998634171797
0.791 0.243444444444444 0.002 0.12 0.99999863244157
0.792 0.243444444444444 0.002 0.12 0.999998630799592
0.793 0.243444444444444 0.002 0.12 0.999998629157609
0.794 0.243444444444444 0.002 0.12 0.999998627515625
0.795 0.243444444444444 0.002 0.12 0.999998625873642
0.796 0.243444444444444 0.002 0.12 0.999998624231658
0.797 0.243444444444444 0.002 0.12 0.999998622589675
0.798 0.243444444444444 0.002 0.12 0.999998620947691
0.799 0.243444444444444 0.002 0.12 0.999998619305707
0.8 0.243444444444444 0.002 0.12 0.999998617663724
0.801 0.243444444444444 0.002 0.12 0.99999861602174
0.802 0.243444444444444 0.002 0.12 0.999998614379757
0.803 0.243444444444444 0.002 0.12 0.999998612737773
0.804 0.243444444444444 0.002 0.12 0.99999861109579
0.805 0.243444444444444 0.002 0.12 0.999998609453806
0.806 0.243444444444444 0.002 0.12 0.999998607811823
0.807 0.243444444444444 0.002 0.12 0.99999860616984
0.808 0.243444444444444 0.002 0.12 0.999998604527856
0.809 0.243444444444444 0.002 0.12 0.999998602885873
0.81 0.243444444444444 0.002 0.12 0.999998601243889
0.811 0.243444444444444 0.002 0.12 0.999998599601906
0.812 0.243444444444444 0.002 0.12 0.999998597959922
0.813 0.243444444444444 0.002 0.12 0.999998596317939
0.814 0.243444444444444 0.002 0.12 0.999998594675956
0.815 0.243444444444444 0.002 0.12 0.999998593033972
0.816 0.243444444444444 0.002 0.12 0.999998591391989
0.817 0.290223508025513 0.002 0.0019999999999999 0.999998589750005
0.818 0.258390648341933 0.002 0.12 0.999998588108022
0.819 0.243444444444444 0.002 0.12 0.999998586822371
0.82 0.243444444444444 0.002 0.12 0.999998585448472
0.821 0.243444444444444 0.002 0.12 0.999998583690077
0.822 0.243444444444444 0.002 0.12 0.999998582019932
0.823 0.243444444444444 0.002 0.12 0.99999858037795
0.824 0.243444444444444 0.002 0.12 0.999998578735967
0.825 0.243444444444444 0.002 0.12 0.999998577093983
0.826 0.243444444444444 0.002 0.12 0.999998575452
0.827 0.243444444444444 0.002 0.12 0.999998573810016
0.828 0.243444444444444 0.002 0.12 0.999998572168033
0.829 0.243444444444444 0.002 0.12 0.99999857052605
0.83 0.243444444444444 0.002 0.12 0.999998568884066
0.831 0.243444444444444 0.002 0.12 0.999998567242083
0.832 0.243444444444444 0.002 0.12 0.999998565600099
0.833 0.243444444444444 0.002 0.12 0.999998563958116
0.834 0.243444444444444 0.002 0.12 0.999998562316132
0.835 0.243444444444444 0.002 0.12 0.999998560674149
0.836 0.243444444444444 0.002 0.12 0.999998559032166
0.837 0.243444444444444 0.002 0.12 0.999998557390182
0.838 0.243444444444444 0.002 0.12 0.999998555748199
0.839 0.243444444444444 0.002 0.12 0.999998554106215
0.84 0.243444444444444 0.002 0.12 0.999998552464232
0.841 0.243444444444444 0.002 0.12 0.999998550822248
0.842 0.243444444444444 0.002 0.12 0.999998549180265
0.843 0.243444444444444 0.002 0.12 0.999998547538281
0.844 0.243444444444444 0.002 0.12 0.999998545896298
0.845 0.243444444444444 0.002 0.12 0.999998544254315
0.846 0.243444444444444 0.002 0.12 0.999998542612331
0.847 0.243444444444444 0.002 0.12 0.999998540970348
0.848 0.290220479743619 0.002 0.12 0.999998539328364
0.849 0.243444444444444 0.002 0.12 0.999998537686381
0.85 0.243444444444444 0.002 0.12 0.999998536044397
0.851 0.243444444444444 0.002 0.12 0.999998534314197
0.852 0.243444444444444 0.002 0.12 0.999998532584002
0.853 0.243444444444444 0.002 0.12 0.999998530942025
0.854 0.243444444444444 0.002 0.12 0.999998529300041
0.855 0.243444444444444 0.002 0.12 0.999998527658058
0.856 0.243444444444444 0.002 0.12 0.999998526016074
0.857 0.243444444444444 0.002 0.12 0.999998524374091
0.858 0.243444444444444 0.002 0.12 0.999998522732107
0.859 0.243444444444444 0.002 0.12 0.999998521090124
0.86 0.243444444444444 0.002 0.12 0.99999851944814
0.861 0.243444444444444 0.002 0.12 0.999998517806157
0.862 0.243444444444444 0.002 0.12 0.999998516164174
0.863 0.243444444444444 0.002 0.12 0.99999851452219
0.864 0.243444444444444 0.002 0.12 0.999998512880207
0.865 0.243444444444444 0.002 0.12 0.999998511238223
0.866 0.243444444444444 0.002 0.12 0.99999850959624
0.867 0.243444444444444 0.002 0.12 0.999998507954256
0.868 0.243444444444444 0.002 0.12 0.999998506312273
0.869 0.243444444444444 0.002 0.12 0.99999850467029
0.87 0.243444444444444 0.002 0.12 0.999998503028306
0.871 0.243444444444444 0.002 0.12 0.999998501386323
0.872 0.243444444444444 0.002 0.12 0.999998499744339
0.873 0.243444444444444 0.002 0.12 0.999998498102356
0.874 0.243444444444444 0.002 0.12 0.999998496460372
0.875 0.243444444444444 0.002 0.12 0.999998494818389
0.876 0.243444444444444 0.002 0.12 0.999998493176406
0.877 0.243444444444444 0.002 0.12 0.999998491534422
0.878 0.290277879504288 0.002 0.12 0.999998489892439
0.879 0.243444444444444 0.002 0.12 0.999998488250456
0.88 0.243444444444444 0.002 0.12 0.999998486608472
0.881 0.243444444444444 0.002 0.12 0.999998484878163
0.882 0.243444444444444 0.002 0.12 0.99999848314786
0.883 0.243444444444444 0.002 0.12 0.999998481505883
0.884 0.243444444444444 0.002 0.12 0.9999984798639
0.885 0.243444444444444 0.002 0.12 0.999998478221916
0.886 0.243444444444444 0.002 0.12 0.999998476579933
0.887 0.243444444444444 0.002 0.12 0.99999847493795
0.888 0.243444444444444 0.002 0.12 0.999998473295966
0.889 0.243444444444444 0.002 0.12 0.999998471653983
0.89 0.243444444444444 0.002 0.12 0.999998470012
0.891 0.243444444444444 0.002 0.12 0.999998468370016
0.892 0.243444444444444 0.002 0.12 0.999998466728033
0.893 0.243444444444444 0.002 0.12 0.99999846508605
0.894 0.243444444444444 0.002 0.12 0.999998463444066
0.895 0.243444444444444 0.002 0.12 0.999998461802083
0.896 0.243444444444444 0.002 0.12 0.9999984601601
0.897 0.243444444444444 0.002 0.12 0.999998458518116
0.898 0.243444444444444 0.002 0.12 0.999998456876133
0.899 0.243444444444444 0.002 0.12 0.99999845523415
0.9 0.243444444444444 0.002 0.12 0.999998453592166
0.901 0.243444444444444 0.002 0.12 0.999998451950183
0.902 0.243444444444444 0.002 0.12 0.9999984503082
0.903 0.243444444444444 0.002 0.12 0.999998448666216
0.904 0.243444444444444 0.002 0.12 0.999998447024233
0.905 0.243444444444444 0.002 0.12 0.99999844538225
0.906 0.243444444444444 0.002 0.12 0.999998443740266
0.907 0.243444444444444 0.002 0.12 0.999998442098283
0.908 0.290527474317618 0.002 0.0019999999999999 0.9999984404563
