%time SoC_Batt I_Tot_Bus I_to_Batt Air Temp Meth Mic CPU RF
331 0.788976616047 0.11 0.0627488714286 0.002 0.002 0.002 0.002 0.002 0.1
332 0.788973599275 0.11 0.0627488714286 0.002 0.002 0.002 0.002 0.002 0.1
333 0.788970582502 0.11 0.0627488714286 0.002 0.002 0.002 0.002 0.002 0.1
334 0.788967565729 0.11 0.0627488714286 0.002 0.002 0.002 0.002 0.002 0.1
335 0.788964548957 0.11 0.0627488714286 0.002 0.002 0.002 0.002 0.002 0.1
336 0.788961532184 0.11 0.0627488714286 0.002 0.002 0.002 0.002 0.002 0.1
337 0.788958515411 0.11 0.0627488714286 0.002 0.002 0.002 0.002 0.002 0.1
338 0.788955498639 0.11 0.0627488714286 0.002 0.002 0.002 0.002 0.002 0.1
339 0.788952481866 0.11 0.0627488714286 0.002 0.002 0.002 0.002 0.002 0.1
340 0.788949465093 0.11 0.0627488714286 0.002 0.002 0.002 0.002 0.002 0.1
341 0.788946448321 0.11 0.0627488714286 0.002 0.002 0.002 0.002 0.002 0.1
342 0.788943431548 0.11 0.0627488714286 0.002 0.002 0.002 0.002 0.002 0.1
343 0.788940414775 0.11 0.0627488714286 0.002 0.002 0.002 0.002 0.002 0.1
344 0.788937398003 0.11 0.0627488714286 0.002 0.002 0.002 0.002 0.002 0.1
345 0.78893438123 0.11 0.0627488714286 0.002 0.002 0.002 0.002 0.002 0.1
346 0.788931364457 0.11 0.0627488714286 0.002 0.002 0.002 0.002 0.002 0.1
347 0.788928347685 0.11 0.0627488714286 0.002 0.002 0.002 0.002 0.002 0.1
348 0.788925330912 0.11 0.0627488714286 0.002 0.002 0.002 0.002 0.002 0.1
349 0.788922314139 0.011 0.0627488714286 0.002 0.002 0.002 0.002 0.002 0.001
350 0.788919297367 0.011 0.00222519 0.002 0.002 0.002 0.002 0.002 0.001
351 0.788919190386 0.011 0.00222519 0.002 0.002 0.002 0.002 0.002 0.001
352 0.788919083406 0.011 0.00222519 0.002 0.002 0.002 0.002 0.002 0.001
353 0.788918976426 0.011 0.00222519 0.002 0.002 0.002 0.002 0.002 0.001
354 0.788918869446 0.011 0.00222519 0.002 0.002 0.002 0.002 0.002 0.001
355 0.788918762465 0.011 0.00222519 0.002 0.002 0.002 0.002 0.002 0.001
356 0.788918655485 0.011 0.00222519 0.002 0.002 0.002 0.002 0.002 0.001
357 0.788918548505 0.011 0.00222519 0.002 0.002 0.002 0.002 0.002 0.001
358 0.788918441524 0.011 0.00222519 0.002 0.002 0.002 0.002 0.002 0.001
359 0.788918334544 0.011 0.00222519 0.002 0.002 0.002 0.002 0.002 0.001
360 0.788918227564 0.011 0.00222519 0.002 0.002 0.002 0.002 0.002 0.001
361 0.788918120584 48.209 0.00222519 48.2 0.002 0.002 0.002 0.002 0.001
362 0.788918013603 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
363 0.787281113013 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
364 0.785644212423 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
365 0.784007311833 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
366 0.782370411243 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
367 0.780733510653 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
368 0.779096610063 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
369 0.777459709473 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
370 0.775822808883 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
371 0.774185908293 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
372 0.772549007703 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
373 0.770912107113 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
374 0.769275206523 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
375 0.767638305933 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
376 0.766001405343 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
377 0.764364504753 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
378 0.762727604163 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
379 0.761090703573 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
380 0.759453802983 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
381 0.757816902393 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
382 0.756180001803 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
383 0.754543101213 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
384 0.752906200623 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
385 0.751269300033 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
386 0.749632399443 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
387 0.747995498853 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
388 0.746358598263 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
389 0.744721697673 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
390 0.743084797083 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
391 0.741447896493 0.309 34.0475322721 0.002 0.3 0.002 0.002 0.002 0.001
392 0.739810995903 0.309 0.200024109214 0.002 0.3 0.002 0.002 0.002 0.001
393 0.739801379359 0.309 0.200024109214 0.002 0.3 0.002 0.002 0.002 0.001
394 0.739791762816 0.309 0.200024109214 0.002 0.3 0.002 0.002 0.002 0.001
395 0.739782146272 0.309 0.200024109214 0.002 0.3 0.002 0.002 0.002 0.001
396 0.739772529728 0.309 0.200024109214 0.002 0.3 0.002 0.002 0.002 0.001
397 0.739762913185 18.009 0.200024109214 0.002 0.002 18 0.002 0.002 0.001
398 0.739753296641 18.009 12.7660655571 0.002 0.002 18 0.002 0.002 0.001
399 0.739139543489 18.009 12.7660655571 0.002 0.002 18 0.002 0.002 0.001
400 0.738525790337 18.009 12.7660655571 0.002 0.002 18 0.002 0.002 0.001
401 0.737912037185 18.009 12.7660655571 0.002 0.002 18 0.002 0.002 0.001
402 0.737298284034 18.009 12.7660655571 0.002 0.002 18 0.002 0.002 0.001
403 0.736684530882 18.009 12.7660655571 0.002 0.002 18 0.002 0.002 0.001
404 0.73607077773 18.009 12.7660655571 0.002 0.002 18 0.002 0.002 0.001
405 0.735457024578 18.009 12.7660655571 0.002 0.002 18 0.002 0.002 0.001
406 0.734843271427 18.009 12.7660655571 0.002 0.002 18 0.002 0.002 0.001
407 0.734229518275 18.009 12.7660655571 0.002 0.002 18 0.002 0.002 0.001
408 0.733615765123 18.009 12.7660655571 0.002 0.002 18 0.002 0.002 0.001
409 0.733002011971 18.009 12.7660655571 0.002 0.002 18 0.002 0.002 0.001
410 0.732388258819 18.009 12.7660655571 0.002 0.002 18 0.002 0.002 0.001
411 0.731774505668 18.009 12.7660655571 0.002 0.002 18 0.002 0.002 0.001
412 0.731160752516 18.009 12.7660655571 0.002 0.002 18 0.002 0.002 0.001
413 0.730546999364 18.009 12.7660655571 0.002 0.002 18 0.002 0.002 0.001
414 0.729933246212 18.009 12.7660655571 0.002 0.002 18 0.002 0.002 0.001
415 0.72931949306 18.009 12.7660655571 0.002 0.002 18 0.002 0.002 0.001
416 0.728705739909 18.009 12.7660655571 0.002 0.002 18 0.002 0.002 0.001
417 0.728091986757 18.009 12.7660655571 0.002 0.002 18 0.002 0.002 0.001
418 0.727478233605 18.009 12.7660655571 0.002 0.002 18 0.002 0.002 0.001
419 0.726864480453 18.009 12.7660655571 0.002 0.002 18 0.002 0.002 0.001
420 0.726250727302 18.009 12.7660655571 0.002 0.002 18 0.002 0.002 0.001
421 0.72563697415 18.009 12.7660655571 0.002 0.002 18 0.002 0.002 0.001
422 0.725023220998 18.009 12.7660655571 0.002 0.002 18 0.002 0.002 0.001
423 0.724409467846 18.009 12.7660655571 0.002 0.002 18 0.002 0.002 0.001
424 0.723795714694 18.009 12.7660655571 0.002 0.002 18 0.002 0.002 0.001
425 0.723181961543 18.009 12.7660655571 0.002 0.002 18 0.002 0.002 0.001
426 0.722568208391 18.009 12.7660655571 0.002 0.002 18 0.002 0.002 0.001
427 0.721954455239 0.159 12.7660655571 0.002 0.002 0.002 0.15 0.002 0.001
428 0.721340702087 0.159 0.0957325144286 0.002 0.002 0.002 0.15 0.002 0.001
429 0.721336099563 0.159 0.0957325144286 0.002 0.002 0.002 0.15 0.002 0.001
430 0.721331497038 0.159 0.0957325144286 0.002 0.002 0.002 0.15 0.002 0.001
431 0.721326894513 0.159 0.0957325144286 0.002 0.002 0.002 0.15 0.002 0.001
432 0.721322291988 0.159 0.0957325144286 0.002 0.002 0.002 0.15 0.002 0.001
433 0.721317689464 0.159 0.0957325144286 0.002 0.002 0.002 0.15 0.002 0.001
434 0.721313086939 0.159 0.0957325144286 0.002 0.002 0.002 0.15 0.002 0.001
435 0.721308484414 0.159 0.0957325144286 0.002 0.002 0.002 0.15 0.002 0.001
436 0.721303881889 0.159 0.0957325144286 0.002 0.002 0.002 0.15 0.002 0.001
437 0.721299279365 0.159 0.0957325144286 0.002 0.002 0.002 0.15 0.002 0.001
438 0.72129467684 0.159 0.0957325144286 0.002 0.002 0.002 0.15 0.002 0.001
439 0.721290074315 13.009 0.0957325144286 0.002 0.002 0.002 0.002 13 0.001
440 0.72128547179 13.009 9.22170841429 0.002 0.002 0.002 0.002 13 0.001
441 0.720842120424 13.009 9.22170841429 0.002 0.002 0.002 0.002 13 0.001
442 0.720398769058 13.009 9.22170841429 0.002 0.002 0.002 0.002 13 0.001
443 0.719955417692 13.009 9.22170841429 0.002 0.002 0.002 0.002 13 0.001
444 0.719512066326 13.009 9.22170841429 0.002 0.002 0.002 0.002 13 0.001
445 0.71906871496 0.11 9.22170841429 0.002 0.002 0.002 0.002 0.002 0.1
446 0.718625363594 0.11 0.0627488714286 0.002 0.002 0.002 0.002 0.002 0.1
447 0.718622346821 0.11 0.0627488714286 0.002 0.002 0.002 0.002 0.002 0.1
448 0.718619330049 0.11 0.0627488714286 0.002 0.002 0.002 0.002 0.002 0.1
449 0.718616313276 0.11 0.0627488714286 0.002 0.002 0.002 0.002 0.002 0.1
450 0.718613296503 0.11 0.0627488714286 0.002 0.002 0.002 0.002 0.002 0.1
451 0.718610279731 0.11 0.0627488714286 0.002 0.002 0.002 0.002 0.002 0.1
452 0.718607262958 0.11 0.0627488714286 0.002 0.002 0.002 0.002 0.002 0.1
453 0.718604246185 0.11 0.0627488714286 0.002 0.002 0.002 0.002 0.002 0.1
454 0.718601229413 0.11 0.0627488714286 0.002 0.002 0.002 0.002 0.002 0.1
455 0.71859821264 0.11 0.0627488714286 0.002 0.002 0.002 0.002 0.002 0.1
456 0.718595195867 0.11 0.0627488714286 0.002 0.002 0.002 0.002 0.002 0.1
457 0.718592179095 0.11 0.0627488714286 0.002 0.002 0.002 0.002 0.002 0.1
458 0.718589162322 0.11 0.0627488714286 0.002 0.002 0.002 0.002 0.002 0.1
459 0.718586145549 0.11 0.0627488714286 0.002 0.002 0.002 0.002 0.002 0.1
460 0.718583128777 0.11 0.0627488714286 0.002 0.002 0.002 0.002 0.002 0.1
461 0.718580112004 0.11 0.0627488714286 0.002 0.002 0.002 0.002 0.002 0.1
462 0.718577095231 0.11 0.0627488714286 0.002 0.002 0.002 0.002 0.002 0.1
463 0.718574078459 0.11 0.0627488714286 0.002 0.002 0.002 0.002 0.002 0.1
464 0.718571061686 0.11 0.0627488714286 0.002 0.002 0.002 0.002 0.002 0.1
465 0.718568044913 0.11 0.0627488714286 0.002 0.002 0.002 0.002 0.002 0.1
466 0.718565028141 0.11 0.0627488714286 0.002 0.002 0.002 0.002 0.002 0.1
467 0.718562011368 0.11 0.0627488714286 0.002 0.002 0.002 0.002 0.002 0.1
468 0.718558994595 0.11 0.0627488714286 0.002 0.002 0.002 0.002 0.002 0.1
469 0.718555977823 0.011 0.0627488714286 0.002 0.002 0.002 0.002 0.002 0.001
470 0.71855296105 0.011 0.00222519 0.002 0.002 0.002 0.002 0.002 0.001
471 0.71855285407 0.011 0.00222519 0.002 0.002 0.002 0.002 0.002 0.001
472 0.71855274709 0.011 0.00222519 0.002 0.002 0.002 0.002 0.002 0.001
473 0.718552640109 0.011 0.00222519 0.002 0.002 0.002 0.002 0.002 0.001
474 0.718552533129 0.011 0.00222519 0.002 0.002 0.002 0.002 0.002 0.001
475 0.718552426149 0.011 0.00222519 0.002 0.002 0.002 0.002 0.002 0.001
476 0.718552319168 0.011 0.00222519 0.002 0.002 0.002 0.002 0.002 0.001
477 0.718552212188 0.011 0.00222519 0.002 0.002 0.002 0.002 0.002 0.001
478 0.718552105208 0.011 0.00222519 0.002 0.002 0.002 0.002 0.002 0.001
479 0.718551998228 0.011 0.00222519 0.002 0.002 0.002 0.002 0.002 0.001
480 0.718551891247 0.011 0.00222519 0.002 0.002 0.002 0.002 0.002 0.001
481 0.718551784267 48.209 0.00222519 48.2 0.002 0.002 0.002 0.002 0.001
482 0.718551677287 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
483 0.716914776697 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
484 0.715277876107 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
485 0.713640975517 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
486 0.712004074927 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
487 0.710367174337 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
488 0.708730273747 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
489 0.707093373157 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
490 0.705456472567 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
491 0.703819571977 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
492 0.702182671387 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
493 0.700545770797 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
494 0.698908870207 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
495 0.697271969617 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
496 0.695635069027 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
497 0.693998168437 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
498 0.692361267847 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
499 0.690724367257 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
500 0.689087466667 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
501 0.687450566077 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
502 0.685813665487 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
503 0.684176764896 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
504 0.682539864306 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
505 0.680902963716 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
506 0.679266063126 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
507 0.677629162536 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
508 0.675992261946 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
509 0.674355361356 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
510 0.672718460766 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
511 0.671081560176 0.309 34.0475322721 0.002 0.3 0.002 0.002 0.002 0.001
512 0.669444659586 0.309 0.200024109214 0.002 0.3 0.002 0.002 0.002 0.001
513 0.669435043043 0.309 0.200024109214 0.002 0.3 0.002 0.002 0.002 0.001
514 0.669425426499 0.309 0.200024109214 0.002 0.3 0.002 0.002 0.002 0.001
515 0.669415809955 0.309 0.200024109214 0.002 0.3 0.002 0.002 0.002 0.001
516 0.669406193412 0.309 0.200024109214 0.002 0.3 0.002 0.002 0.002 0.001
517 0.669396576868 18.009 0.200024109214 0.002 0.002 18 0.002 0.002 0.001
518 0.669386960324 18.009 12.7660655571 0.002 0.002 18 0.002 0.002 0.001
519 0.668773207172 18.009 12.7660655571 0.002 0.002 18 0.002 0.002 0.001
520 0.668159454021 18.009 12.7660655571 0.002 0.002 18 0.002 0.002 0.001
521 0.667545700869 18.009 12.7660655571 0.002 0.002 18 0.002 0.002 0.001
522 0.666931947717 18.009 12.7660655571 0.002 0.002 18 0.002 0.002 0.001
523 0.666318194565 18.009 12.7660655571 0.002 0.002 18 0.002 0.002 0.001
524 0.665704441413 18.009 12.7660655571 0.002 0.002 18 0.002 0.002 0.001
525 0.665090688262 18.009 12.7660655571 0.002 0.002 18 0.002 0.002 0.001
526 0.66447693511 18.009 12.7660655571 0.002 0.002 18 0.002 0.002 0.001
527 0.663863181958 18.009 12.7660655571 0.002 0.002 18 0.002 0.002 0.001
528 0.663249428806 18.009 12.7660655571 0.002 0.002 18 0.002 0.002 0.001
529 0.662635675655 18.009 12.7660655571 0.002 0.002 18 0.002 0.002 0.001
530 0.662021922503 18.009 12.7660655571 0.002 0.002 18 0.002 0.002 0.001
531 0.661408169351 18.009 12.7660655571 0.002 0.002 18 0.002 0.002 0.001
532 0.660794416199 18.009 12.7660655571 0.002 0.002 18 0.002 0.002 0.001
533 0.660180663047 18.009 12.7660655571 0.002 0.002 18 0.002 0.002 0.001
534 0.659566909896 18.009 12.7660655571 0.002 0.002 18 0.002 0.002 0.001
535 0.658953156744 18.009 12.7660655571 0.002 0.002 18 0.002 0.002 0.001
536 0.658339403592 18.009 12.7660655571 0.002 0.002 18 0.002 0.002 0.001
537 0.65772565044 18.009 12.7660655571 0.002 0.002 18 0.002 0.002 0.001
538 0.657111897288 18.009 12.7660655571 0.002 0.002 18 0.002 0.002 0.001
539 0.656498144137 18.009 12.7660655571 0.002 0.002 18 0.002 0.002 0.001
540 0.655884390985 18.009 12.7660655571 0.002 0.002 18 0.002 0.002 0.001
541 0.655270637833 18.009 12.7660655571 0.002 0.002 18 0.002 0.002 0.001
542 0.654656884681 18.009 12.7660655571 0.002 0.002 18 0.002 0.002 0.001
543 0.65404313153 18.009 12.7660655571 0.002 0.002 18 0.002 0.002 0.001
544 0.653429378378 18.009 12.7660655571 0.002 0.002 18 0.002 0.002 0.001
545 0.652815625226 18.009 12.7660655571 0.002 0.002 18 0.002 0.002 0.001
546 0.652201872074 18.009 12.7660655571 0.002 0.002 18 0.002 0.002 0.001
547 0.651588118922 0.159 12.7660655571 0.002 0.002 0.002 0.15 0.002 0.001
548 0.650974365771 0.159 0.0957325144286 0.002 0.002 0.002 0.15 0.002 0.001
549 0.650969763246 0.159 0.0957325144286 0.002 0.002 0.002 0.15 0.002 0.001
550 0.650965160721 0.159 0.0957325144286 0.002 0.002 0.002 0.15 0.002 0.001
551 0.650960558196 0.159 0.0957325144286 0.002 0.002 0.002 0.15 0.002 0.001
552 0.650955955672 0.159 0.0957325144286 0.002 0.002 0.002 0.15 0.002 0.001
553 0.650951353147 0.159 0.0957325144286 0.002 0.002 0.002 0.15 0.002 0.001
554 0.650946750622 0.159 0.0957325144286 0.002 0.002 0.002 0.15 0.002 0.001
555 0.650942148097 0.159 0.0957325144286 0.002 0.002 0.002 0.15 0.002 0.001
556 0.650937545573 0.159 0.0957325144286 0.002 0.002 0.002 0.15 0.002 0.001
557 0.650932943048 0.159 0.0957325144286 0.002 0.002 0.002 0.15 0.002 0.001
558 0.650928340523 0.159 0.0957325144286 0.002 0.002 0.002 0.15 0.002 0.001
559 0.650923737999 13.009 0.0957325144286 0.002 0.002 0.002 0.002 13 0.001
560 0.650919135474 13.009 9.22170841429 0.002 0.002 0.002 0.002 13 0.001
561 0.650475784108 13.009 9.22170841429 0.002 0.002 0.002 0.002 13 0.001
562 0.650032432742 13.009 9.22170841429 0.002 0.002 0.002 0.002 13 0.001
563 0.649589081376 13.009 9.22170841429 0.002 0.002 0.002 0.002 13 0.001
564 0.64914573001 13.009 9.22170841429 0.002 0.002 0.002 0.002 13 0.001
565 0.648702378643 0.11 9.22170841429 0.002 0.002 0.002 0.002 0.002 0.1
566 0.648259027277 0.11 0.0627488714286 0.002 0.002 0.002 0.002 0.002 0.1
567 0.648256010505 0.11 0.0627488714286 0.002 0.002 0.002 0.002 0.002 0.1
568 0.648252993732 0.11 0.0627488714286 0.002 0.002 0.002 0.002 0.002 0.1
569 0.648249976959 0.11 0.0627488714286 0.002 0.002 0.002 0.002 0.002 0.1
570 0.648246960187 0.11 0.0627488714286 0.002 0.002 0.002 0.002 0.002 0.1
571 0.648243943414 0.11 0.0627488714286 0.002 0.002 0.002 0.002 0.002 0.1
572 0.648240926641 0.11 0.0627488714286 0.002 0.002 0.002 0.002 0.002 0.1
573 0.648237909869 0.11 0.0627488714286 0.002 0.002 0.002 0.002 0.002 0.1
574 0.648234893096 0.11 0.0627488714286 0.002 0.002 0.002 0.002 0.002 0.1
575 0.648231876323 0.11 0.0627488714286 0.002 0.002 0.002 0.002 0.002 0.1
576 0.648228859551 0.11 0.0627488714286 0.002 0.002 0.002 0.002 0.002 0.1
577 0.648225842778 0.11 0.0627488714286 0.002 0.002 0.002 0.002 0.002 0.1
578 0.648222826005 0.11 0.0627488714286 0.002 0.002 0.002 0.002 0.002 0.1
579 0.648219809233 0.11 0.0627488714286 0.002 0.002 0.002 0.002 0.002 0.1
580 0.64821679246 0.11 0.0627488714286 0.002 0.002 0.002 0.002 0.002 0.1
581 0.648213775687 0.11 0.0627488714286 0.002 0.002 0.002 0.002 0.002 0.1
582 0.648210758915 0.11 0.0627488714286 0.002 0.002 0.002 0.002 0.002 0.1
583 0.648207742142 0.11 0.0627488714286 0.002 0.002 0.002 0.002 0.002 0.1
584 0.648204725369 0.11 0.0627488714286 0.002 0.002 0.002 0.002 0.002 0.1
585 0.648201708597 0.11 0.0627488714286 0.002 0.002 0.002 0.002 0.002 0.1
586 0.648198691824 0.11 0.0627488714286 0.002 0.002 0.002 0.002 0.002 0.1
587 0.648195675051 0.11 0.0627488714286 0.002 0.002 0.002 0.002 0.002 0.1
588 0.648192658279 0.11 0.0627488714286 0.002 0.002 0.002 0.002 0.002 0.1
589 0.648189641506 0.011 0.0627488714286 0.002 0.002 0.002 0.002 0.002 0.001
590 0.648186624733 0.011 0.00222519 0.002 0.002 0.002 0.002 0.002 0.001
591 0.648186517753 0.011 0.00222519 0.002 0.002 0.002 0.002 0.002 0.001
592 0.648186410773 0.011 0.00222519 0.002 0.002 0.002 0.002 0.002 0.001
593 0.648186303793 0.011 0.00222519 0.002 0.002 0.002 0.002 0.002 0.001
594 0.648186196812 0.011 0.00222519 0.002 0.002 0.002 0.002 0.002 0.001
595 0.648186089832 0.011 0.00222519 0.002 0.002 0.002 0.002 0.002 0.001
596 0.648185982852 0.011 0.00222519 0.002 0.002 0.002 0.002 0.002 0.001
597 0.648185875871 0.011 0.00222519 0.002 0.002 0.002 0.002 0.002 0.001
598 0.648185768891 0.011 0.00222519 0.002 0.002 0.002 0.002 0.002 0.001
599 0.648185661911 0.011 0.00222519 0.002 0.002 0.002 0.002 0.002 0.001
600 0.648185554931 0.011 0.00222519 0.002 0.002 0.002 0.002 0.002 0.001
601 0.64818544795 48.209 0.00222519 48.2 0.002 0.002 0.002 0.002 0.001
602 0.64818534097 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
603 0.64654844038 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
604 0.64491153979 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
605 0.6432746392 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
606 0.64163773861 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
607 0.64000083802 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
608 0.63836393743 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
609 0.63672703684 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
610 0.63509013625 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
611 0.63345323566 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
612 0.63181633507 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
613 0.63017943448 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
614 0.62854253389 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
615 0.6269056333 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
616 0.62526873271 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
617 0.62363183212 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
618 0.62199493153 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
619 0.62035803094 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
620 0.61872113035 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
621 0.61708422976 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
622 0.61544732917 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
623 0.61381042858 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
624 0.61217352799 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
625 0.6105366274 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
626 0.60889972681 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
627 0.60726282622 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
628 0.60562592563 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
629 0.60398902504 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
630 0.60235212445 48.209 34.0475322721 48.2 0.002 0.002 0.002 0.002 0.001
631 0.60071522386 0.309 34.0475322721 0.002 0.3 0.002 0.002 0.002 0.001
632 0.59907832327 0.309 0.200024109214 0.002 0.3 0.002 0.002 0.002 0.001
633 0.599068706726 0.309 0.200024109214 0.002 0.3 0.002 0.002 0.002 0.001
634 0.599059090182 0.309 0.200024109214 0.002 0.3 0.002 0.002 0.002 0.001
635 0.599049473639 0.309 0.200024109214 0.002 0.3 0.002 0.002 0.002 0.001
636 0.599039857095 0.309 0.200024109214 0.002 0.3 0.002 0.002 0.002 0.001
637 0.599030240551 18.009 0.200024109214 0.002 0.002 18 0.002 0.002 0.001
638 0.599020624007 18.009 12.7660655571 0.002 0.002 18 0.002 0.002 0.001
639 0.598406870856 18.009 12.7660655571 0.002 0.002 18 0.002 0.002 0.001
640 0.597793117704 18.009 12.7660655571 0.002 0.002 18 0.002 0.002 0.001
641 0.597179364552 18.009 12.7660655571 0.002 0.002 18 0.002 0.002 0.001
642 0.5965656114 18.009 12.7660655571 0.002 0.002 18 0.002 0.002 0.001
643 0.595951858249 18.009 12.7660655571 0.002 0.002 18 0.002 0.002 0.001
644 0.595338105097 18.009 12.7660655571 0.002 0.002 18 0.002 0.002 0.001
645 0.594724351945 18.009 12.7660655571 0.002 0.002 18 0.002 0.002 0.001
646 0.594110598793 18.009 12.7660655571 0.002 0.002 18 0.002 0.002 0.001
647 0.593496845641 18.009 12.7660655571 0.002 0.002 18 0.002 0.002 0.001
648 0.59288309249 18.009 12.7660655571 0.002 0.002 18 0.002 0.002 0.001
649 0.592269339338 18.009 12.7660655571 0.002 0.002 18 0.002 0.002 0.001
