0,0
900,67.6852745154
1800,77.7214440077
2700,87.3262580969
3600,100.583040759
4500,124.077347698
5400,155.207693638
6300,191.053655282
7200,233.132046854
8100,278.486646603
9000,324.270931293
9900,370.642724306
10800,422.226868051
11700,469.943295634
12600,514.685296214
13500,563.949455783
14400,608.441634871
15300,653.102844369
16200,692.369679378
17100,732.969332377
18000,759.400386321
18900,783.524503398
19800,815.889776637
20700,841.615429088
21600,870.515922612
22500,894.850761218
23400,900.640831711
24300,912.089954865
25200,942.805751703
26100,978.361452152
27000,957.733001448
27900,947.414106059
28800,944.28808659
29700,924.375181019
30600,900.289548173
31500,872.133427416
32400,840.038192097
33300,804.166813125
34200,764.716674153
35100,720.948776636
36000,676.060902392
36900,627.452361669
37800,572.342148023
38700,516.20019766
39600,446.414745755
40500,401.382117703
41400,350.055286456
42300,296.553180939
43200,244.331436597
44100,195.601469757
45000,140.322641373
45900,96.4814217967
46800,0
86400,0
87300,67.6749055487
88200,77.7195829652
89100,87.4709304581
90000,100.34244433
90900,121.447974344
91800,154.886267344
92700,189.314444876
93600,217.556622725
94500,344.418971168
95400,330.399660404
96300,363.578308154
97200,436.490432788
98100,486.406236143
99000,540.174537528
99900,532.171473642
100800,620.124446771
101700,633.780745677
102600,708.964536944
103500,669.835475433
104400,685.864506257
105300,221.136078826
106200,208.197844644
107100,223.884345682
108000,290.784479842
108900,750.536641178
109800,598.468307952
110700,396.530941042
111600,711.647252009
112500,316.630808643
113400,256.021297194
114300,345.771173461
115200,588.672263512
116100,853.304088756
117000,548.397804391
117900,345.773799864
118800,220.944220421
119700,180.95669572
120600,205.441681658
121500,202.671234196
122400,121.307322347
123300,141.673603889
124200,145.235653054
125100,184.647577172
126000,195.986485408
126900,244.619179946
127800,161.231145761
128700,158.803528142
129600,157.552335217
130500,135.031818341
131400,95.0709569393
132300,89.8396023318
133200,0
172800,0
173700,10.3800045741
174600,13.2672998844
175500,9.77650524001
176400,12.3742235767
177300,25.9099791152
178200,24.6974681381
179100,19.956102901
180000,39.1342324966
180900,69.9086936152
181800,59.6675260576
182700,145.957729763
183600,179.545947931
184500,262.524502355
185400,216.519499363
186300,439.776432266
187200,246.130230341
188100,413.606022761
189000,288.575936994
189900,266.532946693
190800,321.963933407
191700,700.977529542
192600,556.590380807
193500,759.674482297
194400,647.637802515
195300,609.327854776
196200,979.473070454
197100,981.07373725
198000,903.290941418
198900,971.31968063
199800,682.851208418
200700,944.28808659
201600,924.375181019
202500,900.289548173
203400,523.759630774
204300,722.036478548
205200,804.166813125
206100,365.307210026
207000,297.630709265
207900,239.678816901
208800,218.827057798
209700,209.125146817
210600,182.64200341
211500,184.079008673
212400,164.764323764
213300,145.277034173
214200,160.556098889
215100,139.636061383
216000,118.49710665
216900,99.2790630862
217800,60.7182645309
218700,54.5732854778
219600,0
259200,0
260100,42.415221899
261000,48.9695894942
261900,70.5811918943
262800,72.048925628
263700,100.000734346
264600,127.008070644
265500,141.090542231
266400,143.209782005
267300,158.720119118
268200,167.411040917
269100,206.170244315
270000,319.892669172
270900,375.559363569
271800,483.875162826
272700,532.34668373
273600,533.121750856
274500,601.742067321
275400,568.153069977
276300,712.704303187
277200,786.072375045
278100,248.816298102
279000,253.28407956
279900,242.063624553
280800,233.124783638
281700,408.307743822
282600,229.391432836
283500,251.952724946
284400,294.623544872
285300,289.496897445
286200,212.755317427
287100,220.257097782
288000,208.412779392
288900,213.852244222
289800,229.695621882
290700,380.347223005
291600,384.99234863
292500,414.64021699
293400,294.671122037
294300,283.858689333
295200,220.684498942
296100,193.464471214
297000,180.753792755
297900,182.226811923
298800,197.764020056
299700,174.009658813
300600,85.2181837457
301500,71.3856081188
302400,112.172182148
303300,103.164448339
304200,89.3454688716
305100,40.7080196886
306000,0
345600,0
346500,50.7033717979
347400,72.3363010618
348300,85.6448090953
349200,92.7177224934
350100,118.216746241
351000,120.747835991
351900,151.220489323
352800,138.159776818
353700,174.552317725
354600,175.841436843
355500,198.441706258
356400,187.60954671
357300,318.639038575
358200,219.490909772
359100,271.990626767
360000,402.306235485
360900,488.962956812
361800,210.801788917
362700,246.497980232
363600,224.658579639
364500,209.849897531
365400,163.036572644
366300,175.666910318
367200,219.92174455
368100,225.998492282
369000,233.131015941
369900,206.75197409
370800,204.487219362
371700,227.763778915
372600,384.952023172
373500,959.952984932
374400,944.28808659
375300,924.375181019
376200,696.828313583
377100,870.049215985
378000,840.038192097
378900,202.24656198
379800,424.496696146
380700,355.331273527
381600,195.240120717
382500,232.614548251
383400,345.240124303
384300,194.296553522
385200,176.702715654
386100,174.3131022
387000,180.52948448
387900,128.998267426
388800,83.7818637424
389700,66.9038602552
390600,52.0923328889
391500,43.9095659378
392400,0
432000,0
432900,33.3022941932
433800,37.4624803657
434700,40.1500138584
435600,38.506485939
436500,51.1849031856
437400,49.8938002057
438300,69.7856647377
439200,99.3708296882
440100,130.464144421
441000,142.730992488
441900,210.650466251
442800,181.397412113
443700,199.232603709
444600,229.229496556
445500,222.479428674
446400,280.915869851
447300,210.026481889
448200,240.368229108
449100,221.347444942
450000,260.960055653
450900,697.187893142
451800,563.890859685
452700,793.257369604
453600,855.194858649
454500,941.589326516
455400,938.378873124
456300,979.473070454
457200,950.628098578
458100,894.995713454
459000,949.450290126
459900,873.844003922
460800,920.820619371
461700,915.121511606
462600,900.289548173
463500,872.133427416
464400,833.033718663
465300,798.523022122
466200,753.490975274
467100,710.570140219
468000,658.284178905
468900,606.953500014
469800,552.072074108
470700,496.350365076
471600,439.486357208
472500,381.672852459
473400,325.084720807
474300,271.4850238
475200,248.516095316
476100,138.419138998
477000,140.322641373
477900,77.8371122637
478800,0
518400,0
519300,67.7007743151
520200,77.7758921436
521100,88.0548458181
522000,104.201884376
522900,128.674039254
523800,164.232790923
