%time Master_Adderess Master_Data Bus_Data
890946 401 1 1
890964 501 1 1
891000 101 1 1
891030 201 1 1
891036 301 1 1
891066 401 1 1
891084 501 1 1
891120 101 1 1
891150 201 1 1
891156 301 1 1
891186 401 1 1
891204 501 1 1
891240 101 1 1
891270 201 1 1
891276 301 1 1
891306 401 1 1
891324 501 1 1
891360 101 1 1
891390 201 1 1
891396 301 1 1
891426 401 1 1
891444 501 1 1
891480 101 1 1
891510 201 1 1
891516 301 1 1
891546 401 1 1
891564 501 1 1
891600 101 1 1
891630 201 1 1
891636 301 1 1
891666 401 1 1
891684 501 1 1
891720 101 1 1
891750 201 1 1
891756 301 1 1
891786 401 1 1
891804 501 1 1
891840 101 1 1
891870 201 1 1
891876 301 1 1
891906 401 1 1
891924 501 1 1
891960 101 1 1
891990 201 1 1
891996 301 1 1
892026 401 1 1
892044 501 1 1
892080 101 1 1
892110 201 1 1
892116 301 1 1
892146 401 1 1
892164 501 1 1
892200 101 1 1
892230 201 1 1
892236 301 1 1
892266 401 1 1
892284 501 1 1
892320 101 1 1
892350 201 1 1
892356 301 1 1
892386 401 1 1
892404 501 1 1
892440 101 1 1
892470 201 1 1
892476 301 1 1
892506 401 1 1
892524 501 1 1
892560 101 1 1
892590 201 1 1
892596 301 1 1
892626 401 1 1
892644 501 1 1
892680 101 1 1
892710 201 1 1
892716 301 1 1
892746 401 1 1
892764 501 1 1
892800 101 1 1
892830 201 1 1
892836 301 1 1
892866 401 1 1
892884 501 1 1
892920 101 1 1
892950 201 1 1
892956 301 1 1
892986 401 1 1
893004 501 1 1
893040 101 1 1
893070 201 1 1
893076 301 1 1
893106 401 1 1
893124 501 1 1
893160 101 1 1
893190 201 1 1
893196 301 1 1
893226 401 1 1
893244 501 1 1
893280 101 1 1
893310 201 1 1
893316 301 1 1
893346 401 1 1
893364 501 1 1
893400 101 1 1
893430 201 1 1
893436 301 1 1
893466 401 1 1
893484 501 1 1
893520 101 1 1
893550 201 1 1
893556 301 1 1
893586 401 1 1
893604 501 1 1
893640 101 1 1
893670 201 1 1
893676 301 1 1
893706 401 1 1
893724 501 1 1
893760 101 1 1
893790 201 1 1
893796 301 1 1
893826 401 1 1
893844 501 1 1
893880 101 1 1
893910 201 1 1
893916 301 1 1
893946 401 1 1
893964 501 1 1
894000 101 1 1
894030 201 1 1
894036 301 1 1
894066 401 1 1
894084 501 1 1
894120 101 1 1
894150 201 1 1
894156 301 1 1
894186 401 1 1
894204 501 1 1
894240 101 1 1
894270 201 1 1
894276 301 1 1
894306 401 1 1
894324 501 1 1
894360 101 1 1
894390 201 1 1
894396 301 1 1
894426 401 1 1
894444 501 1 1
894480 101 1 1
894510 201 1 1
894516 301 1 1
894546 401 1 1
894564 501 1 1
894600 101 1 1
894630 201 1 1
894636 301 1 1
894666 401 1 1
894684 501 1 1
894720 101 1 1
894750 201 1 1
894756 301 1 1
894786 401 1 1
894804 501 1 1
894840 101 1 1
894870 201 1 1
894876 301 1 1
894906 401 1 1
894924 501 1 1
894960 101 1 1
894990 201 1 1
894996 301 1 1
895026 401 1 1
895044 501 1 1
895080 101 1 1
895110 201 1 1
895116 301 1 1
895146 401 1 1
895164 501 1 1
895200 101 1 1
895230 201 1 1
895236 301 1 1
895266 401 1 1
895284 501 1 1
895320 101 1 1
895350 201 1 1
895356 301 1 1
895386 401 1 1
895404 501 1 1
895440 101 1 1
895470 201 1 1
895476 301 1 1
895506 401 1 1
895524 501 1 1
895560 101 1 1
895590 201 1 1
895596 301 1 1
895626 401 1 1
895644 501 1 1
895680 101 1 1
895710 201 1 1
895716 301 1 1
895746 401 1 1
895764 501 1 1
895800 101 1 1
895830 201 1 1
895836 301 1 1
895866 401 1 1
895884 501 1 1
895920 101 1 1
895950 201 1 1
895956 301 1 1
895986 401 1 1
896004 501 1 1
896040 101 1 1
896070 201 1 1
896076 301 1 1
896106 401 1 1
896124 501 1 1
896160 101 1 1
896190 201 1 1
896196 301 1 1
896226 401 1 1
896244 501 1 1
896280 101 1 1
896310 201 1 1
896316 301 1 1
896346 401 1 1
896364 501 1 1
896400 101 1 1
896430 201 1 1
896436 301 1 1
896466 401 1 1
896484 501 1 1
896520 101 1 1
896550 201 1 1
896556 301 1 1
896586 401 1 1
896604 501 1 1
896640 101 1 1
896670 201 1 1
896676 301 1 1
896706 401 1 1
896724 501 1 1
896760 101 1 1
896790 201 1 1
896796 301 1 1
896826 401 1 1
896844 501 1 1
896880 101 1 1
896910 201 1 1
896916 301 1 1
896946 401 1 1
896964 501 1 1
897000 101 1 1
897030 201 1 1
897036 301 1 1
897066 401 1 1
897084 501 1 1
897120 101 1 1
897150 201 1 1
897156 301 1 1
897186 401 1 1
897204 501 1 1
897240 101 1 1
897270 201 1 1
897276 301 1 1
897306 401 1 1
897324 501 1 1
897360 101 1 1
897390 201 1 1
897396 301 1 1
897426 401 1 1
897444 501 1 1
897480 101 1 1
897510 201 1 1
897516 301 1 1
897546 401 1 1
897564 501 1 1
897600 101 1 1
897630 201 1 1
897636 301 1 1
897666 401 1 1
897684 501 1 1
897720 101 1 1
897750 201 1 1
897756 301 1 1
897786 401 1 1
897804 501 1 1
897840 101 1 1
897870 201 1 1
897876 301 1 1
897906 401 1 1
897924 501 1 1
897960 101 1 1
897990 201 1 1
897996 301 1 1
898026 401 1 1
898044 501 1 1
898080 101 1 1
898110 201 1 1
898116 301 1 1
898146 401 1 1
898164 501 1 1
898200 101 1 1
898230 201 1 1
898236 301 1 1
898266 401 1 1
898284 501 1 1
898320 101 1 1
898350 201 1 1
898356 301 1 1
898386 401 1 1
898404 501 1 1
898440 101 1 1
898470 201 1 1
898476 301 1 1
898506 401 1 1
898524 501 1 1
898560 101 1 1
898590 201 1 1
898596 301 1 1
898626 401 1 1
898644 501 1 1
898680 101 1 1
898710 201 1 1
898716 301 1 1
898746 401 1 1
898764 501 1 1
898800 101 1 1
898830 201 1 1
898836 301 1 1
898866 401 1 1
898884 501 1 1
898920 101 1 1
898950 201 1 1
898956 301 1 1
898986 401 1 1
899004 501 1 1
899040 101 1 1
899070 201 1 1
899076 301 1 1
899106 401 1 1
899124 501 1 1
899160 101 1 1
899190 201 1 1
899196 301 1 1
899226 401 1 1
899244 501 1 1
899280 101 1 1
899310 201 1 1
899316 301 1 1
899346 401 1 1
899364 501 1 1
899400 101 1 1
899430 201 1 1
899436 301 1 1
899466 401 1 1
899484 501 1 1
899520 101 1 1
899550 201 1 1
899556 301 1 1
899586 401 1 1
899604 501 1 1
899640 101 1 1
899670 201 1 1
899676 301 1 1
899706 401 1 1
899724 501 1 1
899760 101 1 1
899790 201 1 1
899796 301 1 1
899826 401 1 1
899844 501 1 1
899880 101 1 1
899910 201 1 1
899916 301 1 1
899946 401 1 1
899964 501 1 1
900000 101 1 1
900030 201 1 1
900036 301 1 1
900066 401 1 1
900084 501 1 1
900120 101 1 1
900150 201 1 1
900156 301 1 1
900186 401 1 1
900204 501 1 1
900240 101 1 1
900270 201 1 1
900276 301 1 1
900306 401 1 1
900324 501 1 1
900360 101 1 1
900390 201 1 1
900396 301 1 1
900426 401 1 1
900444 501 1 1
900480 101 1 1
900510 201 1 1
900516 301 1 1
900546 401 1 1
900564 501 1 1
900600 101 1 1
900630 201 1 1
900636 301 1 1
900666 401 1 1
900684 501 1 1
900720 101 1 1
900750 201 1 1
900756 301 1 1
900786 401 1 1
900804 501 1 1
900840 101 1 1
900870 201 1 1
900876 301 1 1
900906 401 1 1
900924 501 1 1
900960 101 1 1
900990 201 1 1
900996 301 1 1
901026 401 1 1
901044 501 1 1
901080 101 1 1
901110 201 1 1
901116 301 1 1
901146 401 1 1
901164 501 1 1
901200 101 1 1
901230 201 1 1
901236 301 1 1
901266 401 1 1
901284 501 1 1
901320 101 1 1
901350 201 1 1
901356 301 1 1
901386 401 1 1
901404 501 1 1
901440 101 1 1
901470 201 1 1
901476 301 1 1
901506 401 1 1
901524 501 1 1
901560 101 1 1
901590 201 1 1
901596 301 1 1
901626 401 1 1
901644 501 1 1
901680 101 1 1
901710 201 1 1
901716 301 1 1
901746 401 1 1
901764 501 1 1
901800 101 1 1
901830 201 1 1
901836 301 1 1
901866 401 1 1
901884 501 1 1
901920 101 1 1
901950 201 1 1
901956 301 1 1
901986 401 1 1
902004 501 1 1
902040 101 1 1
902070 201 1 1
902076 301 1 1
902106 401 1 1
902124 501 1 1
902160 101 1 1
902190 201 1 1
902196 301 1 1
902226 401 1 1
902244 501 1 1
902280 101 1 1
902310 201 1 1
902316 301 1 1
902346 401 1 1
902364 501 1 1
902400 101 1 1
902430 201 1 1
902436 301 1 1
902466 401 1 1
902484 501 1 1
902520 101 1 1
902550 201 1 1
902556 301 1 1
902586 401 1 1
902604 501 1 1
902640 101 1 1
902670 201 1 1
902676 301 1 1
902706 401 1 1
902724 501 1 1
902760 101 1 1
902790 201 1 1
902796 301 1 1
902826 401 1 1
902844 501 1 1
902880 101 1 1
902910 201 1 1
902916 301 1 1
902946 401 1 1
902964 501 1 1
903000 101 1 1
903030 201 1 1
903036 301 1 1
903066 401 1 1
903084 501 1 1
903120 101 1 1
903150 201 1 1
903156 301 1 1
903186 401 1 1
903204 501 1 1
903240 101 1 1
903270 201 1 1
903276 301 1 1
903306 401 1 1
903324 501 1 1
903360 101 1 1
903390 201 1 1
903396 301 1 1
903426 401 1 1
903444 501 1 1
903480 101 1 1
903510 201 1 1
903516 301 1 1
903546 401 1 1
903564 501 1 1
903600 101 1 1
903630 201 1 1
903636 301 1 1
903666 401 1 1
903684 501 1 1
903720 101 1 1
903750 201 1 1
903756 301 1 1
903786 401 1 1
903804 501 1 1
903840 101 1 1
903870 201 1 1
903876 301 1 1
903906 401 1 1
903924 501 1 1
903960 101 1 1
903990 201 1 1
903996 301 1 1
904026 401 1 1
904044 501 1 1
904080 101 1 1
904110 201 1 1
904116 301 1 1
904146 401 1 1
904164 501 1 1
904200 101 1 1
904230 201 1 1
904236 301 1 1
904266 401 1 1
904284 501 1 1
904320 101 1 1
904350 201 1 1
904356 301 1 1
904386 401 1 1
904404 501 1 1
904440 101 1 1
904470 201 1 1
904476 301 1 1
904506 401 1 1
904524 501 1 1
904560 101 1 1
904590 201 1 1
904596 301 1 1
904626 401 1 1
904644 501 1 1
904680 101 1 1
904710 201 1 1
904716 301 1 1
904746 401 1 1
904764 501 1 1
904800 101 1 1
904830 201 1 1
904836 301 1 1
904866 401 1 1
904884 501 1 1
904920 101 1 1
904950 201 1 1
904956 301 1 1
904986 401 1 1
905004 501 1 1
905040 101 1 1
905070 201 1 1
905076 301 1 1
905106 401 1 1
905124 501 1 1
905160 101 1 1
905190 201 1 1
905196 301 1 1
905226 401 1 1
905244 501 1 1
905280 101 1 1
905310 201 1 1
905316 301 1 1
905346 401 1 1
905364 501 1 1
905400 101 1 1
905430 201 1 1
905436 301 1 1
905466 401 1 1
905484 501 1 1
905520 101 1 1
905550 201 1 1
905556 301 1 1
905586 401 1 1
905604 501 1 1
905640 101 1 1
905670 201 1 1
905676 301 1 1
905706 401 1 1
905724 501 1 1
905760 101 1 1
905790 201 1 1
905796 301 1 1
905826 401 1 1
905844 501 1 1
905880 101 1 1
905910 201 1 1
905916 301 1 1
905946 401 1 1
905964 501 1 1
906000 101 1 1
906030 201 1 1
906036 301 1 1
906066 401 1 1
906084 501 1 1
906120 101 1 1
906150 201 1 1
906156 301 1 1
906186 401 1 1
906204 501 1 1
906240 101 1 1
906270 201 1 1
906276 301 1 1
906306 401 1 1
906324 501 1 1
906360 101 1 1
906390 201 1 1
906396 301 1 1
906426 401 1 1
906444 501 1 1
906480 101 1 1
906510 201 1 1
906516 301 1 1
906546 401 1 1
906564 501 1 1
906600 101 1 1
906630 201 1 1
906636 301 1 1
906666 401 1 1
906684 501 1 1
906720 101 1 1
906750 201 1 1
906756 301 1 1
906786 401 1 1
906804 501 1 1
906840 101 1 1
906870 201 1 1
906876 301 1 1
906906 401 1 1
906924 501 1 1
906960 101 1 1
906990 201 1 1
906996 301 1 1
907026 401 1 1
907044 501 1 1
907080 101 1 1
907110 201 1 1
907116 301 1 1
907146 401 1 1
907164 501 1 1
907200 101 1 1
907230 201 1 1
907236 301 1 1
907266 401 1 1
907284 501 1 1
907320 101 1 1
907350 201 1 1
907356 301 1 1
907386 401 1 1
907404 501 1 1
907440 101 1 1
907470 201 1 1
907476 301 1 1
907506 401 1 1
907524 501 1 1
907560 101 1 1
907590 201 1 1
907596 301 1 1
907626 401 1 1
907644 501 1 1
907680 101 1 1
907710 201 1 1
907716 301 1 1
907746 401 1 1
907764 501 1 1
907800 101 1 1
907830 201 1 1
907836 301 1 1
907866 401 1 1
907884 501 1 1
907920 101 1 1
907950 201 1 1
907956 301 1 1
907986 401 1 1
908004 501 1 1
908040 101 1 1
908070 201 1 1
908076 301 1 1
908106 401 1 1
908124 501 1 1
908160 101 1 1
908190 201 1 1
908196 301 1 1
908226 401 1 1
908244 501 1 1
908280 101 1 1
908310 201 1 1
908316 301 1 1
908346 401 1 1
908364 501 1 1
908400 101 1 1
908430 201 1 1
908436 301 1 1
908466 401 1 1
908484 501 1 1
908520 101 1 1
908550 201 1 1
908556 301 1 1
908586 401 1 1
908604 501 1 1
908640 101 1 1
908670 201 1 1
908676 301 1 1
908706 401 1 1
908724 501 1 1
908760 101 1 1
908790 201 1 1
908796 301 1 1
908826 401 1 1
908844 501 1 1
908880 101 1 1
908910 201 1 1
908916 301 1 1
908946 401 1 1
908964 501 1 1
909000 101 1 1
909030 201 1 1
909036 301 1 1
909066 401 1 1
909084 501 1 1
909120 101 1 1
909150 201 1 1
909156 301 1 1
909186 401 1 1
909204 501 1 1
909240 101 1 1
909270 201 1 1
909276 301 1 1
909306 401 1 1
909324 501 1 1
909360 101 1 1
909390 201 1 1
909396 301 1 1
909426 401 1 1
909444 501 1 1
909480 101 1 1
909510 201 1 1
909516 301 1 1
909546 401 1 1
909564 501 1 1
909600 101 1 1
909630 201 1 1
909636 301 1 1
909666 401 1 1
909684 501 1 1
909720 101 1 1
909750 201 1 1
909756 301 1 1
909786 401 1 1
909804 501 1 1
909840 101 1 1
909870 201 1 1
909876 301 1 1
909906 401 1 1
909924 501 1 1
909960 101 1 1
909990 201 1 1
909996 301 1 1
910026 401 1 1
910044 501 1 1
910080 101 1 1
910110 201 1 1
910116 301 1 1
910146 401 1 1
910164 501 1 1
910200 101 1 1
910230 201 1 1
910236 301 1 1
910266 401 1 1
910284 501 1 1
910320 101 1 1
910350 201 1 1
910356 301 1 1
910386 401 1 1
910404 501 1 1
910440 101 1 1
910470 201 1 1
910476 301 1 1
910506 401 1 1
910524 501 1 1
910560 101 1 1
910590 201 1 1
910596 301 1 1
910626 401 1 1
910644 501 1 1
910680 101 1 1
910710 201 1 1
910716 301 1 1
910746 401 1 1
910764 501 1 1
910800 101 1 1
910830 201 1 1
910836 301 1 1
910866 401 1 1
910884 501 1 1
910920 101 1 1
910950 201 1 1
910956 301 1 1
910986 401 1 1
911004 501 1 1
911040 101 1 1
911070 201 1 1
911076 301 1 1
911106 401 1 1
911124 501 1 1
911160 101 1 1
911190 201 1 1
911196 301 1 1
911226 401 1 1
911244 501 1 1
911280 101 1 1
911310 201 1 1
911316 301 1 1
911346 401 1 1
911364 501 1 1
911400 101 1 1
911430 201 1 1
911436 301 1 1
911466 401 1 1
911484 501 1 1
911520 101 1 1
911550 201 1 1
911556 301 1 1
911586 401 1 1
911604 501 1 1
911640 101 1 1
911670 201 1 1
911676 301 1 1
911706 401 1 1
911724 501 1 1
911760 101 1 1
911790 201 1 1
911796 301 1 1
911826 401 1 1
911844 501 1 1
911880 101 1 1
911910 201 1 1
911916 301 1 1
911946 401 1 1
911964 501 1 1
912000 101 1 1
912030 201 1 1
912036 301 1 1
912066 401 1 1
912084 501 1 1
912120 101 1 1
912150 201 1 1
912156 301 1 1
912186 401 1 1
912204 501 1 1
912240 101 1 1
912270 201 1 1
912276 301 1 1
912306 401 1 1
912324 501 1 1
912360 101 1 1
912390 201 1 1
912396 301 1 1
912426 401 1 1
912444 501 1 1
912480 101 1 1
912510 201 1 1
912516 301 1 1
912546 401 1 1
912564 501 1 1
912600 101 1 1
912630 201 1 1
912636 301 1 1
912666 401 1 1
912684 501 1 1
912720 101 1 1
912750 201 1 1
912756 301 1 1
912786 401 1 1
912804 501 1 1
912840 101 1 1
912870 201 1 1
912876 301 1 1
912906 401 1 1
912924 501 1 1
912960 101 1 1
912990 201 1 1
912996 301 1 1
913026 401 1 1
913044 501 1 1
913080 101 1 1
913110 201 1 1
913116 301 1 1
913146 401 1 1
913164 501 1 1
913200 101 1 1
913230 201 1 1
913236 301 1 1
913266 401 1 1
913284 501 1 1
913320 101 1 1
913350 201 1 1
913356 301 1 1
913386 401 1 1
913404 501 1 1
913440 101 1 1
913470 201 1 1
913476 301 1 1
913506 401 1 1
913524 501 1 1
913560 101 1 1
913590 201 1 1
913596 301 1 1
913626 401 1 1
913644 501 1 1
913680 101 1 1
913710 201 1 1
913716 301 1 1
913746 401 1 1
913764 501 1 1
913800 101 1 1
913830 201 1 1
913836 301 1 1
913866 401 1 1
913884 501 1 1
913920 101 1 1
913950 201 1 1
913956 301 1 1
913986 401 1 1
914004 501 1 1
914040 101 1 1
914070 201 1 1
914076 301 1 1
914106 401 1 1
914124 501 1 1
914160 101 1 1
914190 201 1 1
914196 301 1 1
914226 401 1 1
914244 501 1 1
914280 101 1 1
914310 201 1 1
914316 301 1 1
914346 401 1 1
914364 501 1 1
914400 101 1 1
914430 201 1 1
914436 301 1 1
914466 401 1 1
914484 501 1 1
914520 101 1 1
914550 201 1 1
914556 301 1 1
914586 401 1 1
914604 501 1 1
914640 101 1 1
914670 201 1 1
914676 301 1 1
914706 401 1 1
914724 501 1 1
914760 101 1 1
914790 201 1 1
914796 301 1 1
914826 401 1 1
914844 501 1 1
914880 101 1 1
914910 201 1 1
914916 301 1 1
914946 401 1 1
914964 501 1 1
915000 101 1 1
915030 201 1 1
915036 301 1 1
915066 401 1 1
915084 501 1 1
915120 101 1 1
915150 201 1 1
915156 301 1 1
915186 401 1 1
915204 501 1 1
915240 101 1 1
915270 201 1 1
915276 301 1 1
915306 401 1 1
915324 501 1 1
915360 101 1 1
915390 201 1 1
915396 301 1 1
915426 401 1 1
915444 501 1 1
915480 101 1 1
915510 201 1 1
915516 301 1 1
915546 401 1 1
915564 501 1 1
915600 101 1 1
915630 201 1 1
915636 301 1 1
915666 401 1 1
915684 501 1 1
915720 101 1 1
915750 201 1 1
915756 301 1 1
915786 401 1 1
915804 501 1 1
915840 101 1 1
915870 201 1 1
915876 301 1 1
915906 401 1 1
915924 501 1 1
915960 101 1 1
915990 201 1 1
915996 301 1 1
916026 401 1 1
916044 501 1 1
916080 101 1 1
916110 201 1 1
916116 301 1 1
916146 401 1 1
916164 501 1 1
916200 101 1 1
916230 201 1 1
916236 301 1 1
916266 401 1 1
916284 501 1 1
916320 101 1 1
916350 201 1 1
916356 301 1 1
916386 401 1 1
916404 501 1 1
916440 101 1 1
916470 201 1 1
916476 301 1 1
916506 401 1 1
916524 501 1 1
916560 101 1 1
916590 201 1 1
916596 301 1 1
916626 401 1 1
916644 501 1 1
916680 101 1 1
916710 201 1 1
916716 301 1 1
916746 401 1 1
916764 501 1 1
916800 101 1 1
916830 201 1 1
916836 301 1 1
916866 401 1 1
916884 501 1 1
916920 101 1 1
916950 201 1 1
916956 301 1 1
916986 401 1 1
917004 501 1 1
917040 101 1 1
917070 201 1 1
917076 301 1 1
917106 401 1 1
917124 501 1 1
917160 101 1 1
917190 201 1 1
917196 301 1 1
917226 401 1 1
917244 501 1 1
917280 101 1 1
917310 201 1 1
917316 301 1 1
917346 401 1 1
917364 501 1 1
917400 101 1 1
917430 201 1 1
917436 301 1 1
917466 401 1 1
917484 501 1 1
917520 101 1 1
917550 201 1 1
917556 301 1 1
917586 401 1 1
917604 501 1 1
917640 101 1 1
917670 201 1 1
917676 301 1 1
917706 401 1 1
917724 501 1 1
917760 101 1 1
917790 201 1 1
917796 301 1 1
917826 401 1 1
917844 501 1 1
917880 101 1 1
917910 201 1 1
917916 301 1 1
917946 401 1 1
917964 501 1 1
918000 101 1 1
918030 201 1 1
918036 301 1 1
918066 401 1 1
918084 501 1 1
918120 101 1 1
918150 201 1 1
918156 301 1 1
918186 401 1 1
918204 501 1 1
918240 101 1 1
918270 201 1 1
918276 301 1 1
918306 401 1 1
918324 501 1 1
918360 101 1 1
918390 201 1 1
918396 301 1 1
918426 401 1 1
918444 501 1 1
918480 101 1 1
918510 201 1 1
918516 301 1 1
918546 401 1 1
918564 501 1 1
918600 101 1 1
918630 201 1 1
918636 301 1 1
918666 401 1 1
918684 501 1 1
918720 101 1 1
918750 201 1 1
918756 301 1 1
918786 401 1 1
918804 501 1 1
918840 101 1 1
918870 201 1 1
918876 301 1 1
918906 401 1 1
918924 501 1 1
918960 101 1 1
918990 201 1 1
918996 301 1 1
919026 401 1 1
919044 501 1 1
919080 101 1 1
919110 201 1 1
919116 301 1 1
919146 401 1 1
919164 501 1 1
919200 101 1 1
919230 201 1 1
919236 301 1 1
919266 401 1 1
919284 501 1 1
919320 101 1 1
919350 201 1 1
919356 301 1 1
919386 401 1 1
919404 501 1 1
919440 101 1 1
919470 201 1 1
919476 301 1 1
919506 401 1 1
919524 501 1 1
919560 101 1 1
919590 201 1 1
919596 301 1 1
919626 401 1 1
919644 501 1 1
919680 101 1 1
919710 201 1 1
919716 301 1 1
919746 401 1 1
919764 501 1 1
919800 101 1 1
919830 201 1 1
919836 301 1 1
919866 401 1 1
919884 501 1 1
919920 101 1 1
919950 201 1 1
919956 301 1 1
919986 401 1 1
920004 501 1 1
920040 101 1 1
920070 201 1 1
920076 301 1 1
920106 401 1 1
920124 501 1 1
920160 101 1 1
920190 201 1 1
920196 301 1 1
920226 401 1 1
920244 501 1 1
920280 101 1 1
920310 201 1 1
920316 301 1 1
920346 401 1 1
920364 501 1 1
920400 101 1 1
920430 201 1 1
920436 301 1 1
920466 401 1 1
920484 501 1 1
920520 101 1 1
920550 201 1 1
920556 301 1 1
920586 401 1 1
920604 501 1 1
920640 101 1 1
920670 201 1 1
920676 301 1 1
920706 401 1 1
920724 501 1 1
920760 101 1 1
920790 201 1 1
920796 301 1 1
920826 401 1 1
920844 501 1 1
920880 101 1 1
920910 201 1 1
920916 301 1 1
920946 401 1 1
920964 501 1 1
921000 101 1 1
921030 201 1 1
921036 301 1 1
921066 401 1 1
921084 501 1 1
921120 101 1 1
921150 201 1 1
921156 301 1 1
921186 401 1 1
921204 501 1 1
921240 101 1 1
921270 201 1 1
921276 301 1 1
921306 401 1 1
921324 501 1 1
921360 101 1 1
921390 201 1 1
921396 301 1 1
921426 401 1 1
921444 501 1 1
921480 101 1 1
921510 201 1 1
921516 301 1 1
921546 401 1 1
921564 501 1 1
921600 101 1 1
921630 201 1 1
921636 301 1 1
921666 401 1 1
921684 501 1 1
921720 101 1 1
921750 201 1 1
921756 301 1 1
921786 401 1 1
921804 501 1 1
921840 101 1 1
921870 201 1 1
921876 301 1 1
921906 401 1 1
921924 501 1 1
921960 101 1 1
921990 201 1 1
921996 301 1 1
922026 401 1 1
922044 501 1 1
922080 101 1 1
922110 201 1 1
922116 301 1 1
922146 401 1 1
922164 501 1 1
922200 101 1 1
922230 201 1 1
922236 301 1 1
922266 401 1 1
922284 501 1 1
922320 101 1 1
922350 201 1 1
922356 301 1 1
922386 401 1 1
922404 501 1 1
922440 101 1 1
922470 201 1 1
922476 301 1 1
922506 401 1 1
922524 501 1 1
922560 101 1 1
922590 201 1 1
922596 301 1 1
922626 401 1 1
922644 501 1 1
922680 101 1 1
922710 201 1 1
922716 301 1 1
922746 401 1 1
922764 501 1 1
922800 101 1 1
922830 201 1 1
922836 301 1 1
922866 401 1 1
922884 501 1 1
922920 101 1 1
922950 201 1 1
922956 301 1 1
922986 401 1 1
923004 501 1 1
923040 101 1 1
923070 201 1 1
923076 301 1 1
923106 401 1 1
923124 501 1 1
923160 101 1 1
923190 201 1 1
923196 301 1 1
923226 401 1 1
923244 501 1 1
923280 101 1 1
923310 201 1 1
923316 301 1 1
923346 401 1 1
923364 501 1 1
923400 101 1 1
923430 201 1 1
923436 301 1 1
923466 401 1 1
923484 501 1 1
923520 101 1 1
923550 201 1 1
923556 301 1 1
923586 401 1 1
923604 501 1 1
923640 101 1 1
923670 201 1 1
923676 301 1 1
923706 401 1 1
923724 501 1 1
923760 101 1 1
923790 201 1 1
923796 301 1 1
923826 401 1 1
923844 501 1 1
923880 101 1 1
923910 201 1 1
923916 301 1 1
923946 401 1 1
923964 501 1 1
924000 101 1 1
924030 201 1 1
924036 301 1 1
924066 401 1 1
924084 501 1 1
924120 101 1 1
924150 201 1 1
924156 301 1 1
924186 401 1 1
924204 501 1 1
924240 101 1 1
924270 201 1 1
924276 301 1 1
924306 401 1 1
924324 501 1 1
924360 101 1 1
924390 201 1 1
924396 301 1 1
924426 401 1 1
924444 501 1 1
924480 101 1 1
924510 201 1 1
924516 301 1 1
924546 401 1 1
924564 501 1 1
924600 101 1 1
924630 201 1 1
924636 301 1 1
924666 401 1 1
924684 501 1 1
924720 101 1 1
924750 201 1 1
924756 301 1 1
924786 401 1 1
924804 501 1 1
924840 101 1 1
924870 201 1 1
924876 301 1 1
924906 401 1 1
924924 501 1 1
924960 101 1 1
924990 201 1 1
924996 301 1 1
925026 401 1 1
925044 501 1 1
925080 101 1 1
925110 201 1 1
925116 301 1 1
925146 401 1 1
925164 501 1 1
925200 101 1 1
925230 201 1 1
925236 301 1 1
925266 401 1 1
925284 501 1 1
925320 101 1 1
925350 201 1 1
925356 301 1 1
925386 401 1 1
925404 501 1 1
925440 101 1 1
925470 201 1 1
925476 301 1 1
925506 401 1 1
925524 501 1 1
925560 101 1 1
925590 201 1 1
925596 301 1 1
925626 401 1 1
925644 501 1 1
925680 101 1 1
925710 201 1 1
925716 301 1 1
925746 401 1 1
925764 501 1 1
925800 101 1 1
925830 201 1 1
925836 301 1 1
925866 401 1 1
925884 501 1 1
925920 101 1 1
925950 201 1 1
925956 301 1 1
925986 401 1 1
926004 501 1 1
926040 101 1 1
926070 201 1 1
926076 301 1 1
926106 401 1 1
926124 501 1 1
926160 101 1 1
926190 201 1 1
926196 301 1 1
926226 401 1 1
926244 501 1 1
926280 101 1 1
926310 201 1 1
926316 301 1 1
926346 401 1 1
926364 501 1 1
926400 101 1 1
926430 201 1 1
926436 301 1 1
926466 401 1 1
926484 501 1 1
926520 101 1 1
926550 201 1 1
926556 301 1 1
926586 401 1 1
926604 501 1 1
926640 101 1 1
926670 201 1 1
926676 301 1 1
926706 401 1 1
926724 501 1 1
926760 101 1 1
926790 201 1 1
926796 301 1 1
926826 401 1 1
926844 501 1 1
926880 101 1 1
926910 201 1 1
926916 301 1 1
926946 401 1 1
926964 501 1 1
927000 101 1 1
927030 201 1 1
927036 301 1 1
927066 401 1 1
927084 501 1 1
927120 101 1 1
927150 201 1 1
927156 301 1 1
927186 401 1 1
927204 501 1 1
927240 101 1 1
927270 201 1 1
927276 301 1 1
927306 401 1 1
927324 501 1 1
927360 101 1 1
927390 201 1 1
927396 301 1 1
927426 401 1 1
927444 501 1 1
927480 101 1 1
927510 201 1 1
927516 301 1 1
927546 401 1 1
927564 501 1 1
927600 101 1 1
927630 201 1 1
927636 301 1 1
927666 401 1 1
927684 501 1 1
927720 101 1 1
927750 201 1 1
927756 301 1 1
927786 401 1 1
927804 501 1 1
927840 101 1 1
927870 201 1 1
927876 301 1 1
927906 401 1 1
927924 501 1 1
927960 101 1 1
927990 201 1 1
927996 301 1 1
928026 401 1 1
928044 501 1 1
928080 101 1 1
928110 201 1 1
928116 301 1 1
928146 401 1 1
928164 501 1 1
928200 101 1 1
