%time Master_Adderess Master_Data Bus_Data
95880 101 1 1
95910 201 1 1
95916 301 1 1
95946 401 1 1
95964 501 1 1
96000 101 1 1
96030 201 1 1
96036 301 1 1
96066 401 1 1
96084 501 1 1
96120 101 1 1
96150 201 1 1
96156 301 1 1
96186 401 1 1
96204 501 1 1
96240 101 1 1
96270 201 1 1
96276 301 1 1
96306 401 1 1
96324 501 1 1
96360 101 1 1
96390 201 1 1
96396 301 1 1
96426 401 1 1
96444 501 1 1
96480 101 1 1
96510 201 1 1
96516 301 1 1
96546 401 1 1
96564 501 1 1
96600 101 1 1
96630 201 1 1
96636 301 1 1
96666 401 1 1
96684 501 1 1
96720 101 1 1
96750 201 1 1
96756 301 1 1
96786 401 1 1
96804 501 1 1
96840 101 1 1
96870 201 1 1
96876 301 1 1
96906 401 1 1
96924 501 1 1
96960 101 1 1
96990 201 1 1
96996 301 1 1
97026 401 1 1
97044 501 1 1
97080 101 1 1
97110 201 1 1
97116 301 1 1
97146 401 1 1
97164 501 1 1
97200 101 1 1
97230 201 1 1
97236 301 1 1
97266 401 1 1
97284 501 1 1
97320 101 1 1
97350 201 1 1
97356 301 1 1
97386 401 1 1
97404 501 1 1
97440 101 1 1
97470 201 1 1
97476 301 1 1
97506 401 1 1
97524 501 1 1
97560 101 1 1
97590 201 1 1
97596 301 1 1
97626 401 1 1
97644 501 1 1
97680 101 1 1
97710 201 1 1
97716 301 1 1
97746 401 1 1
97764 501 1 1
97800 101 1 1
97830 201 1 1
97836 301 1 1
97866 401 1 1
97884 501 1 1
97920 101 1 1
97950 201 1 1
97956 301 1 1
97986 401 1 1
98004 501 1 1
98040 101 1 1
98070 201 1 1
98076 301 1 1
98106 401 1 1
98124 501 1 1
98160 101 1 1
98190 201 1 1
98196 301 1 1
98226 401 1 1
98244 501 1 1
98280 101 1 1
98310 201 1 1
98316 301 1 1
98346 401 1 1
98364 501 1 1
98400 101 1 1
98430 201 1 1
98436 301 1 1
98466 401 1 1
98484 501 1 1
98520 101 1 1
98550 201 1 1
98556 301 1 1
98586 401 1 1
98604 501 1 1
98640 101 1 1
98670 201 1 1
98676 301 1 1
98706 401 1 1
98724 501 1 1
98760 101 1 1
98790 201 1 1
98796 301 1 1
98826 401 1 1
98844 501 1 1
98880 101 1 1
98910 201 1 1
98916 301 1 1
98946 401 1 1
98964 501 1 1
99000 101 1 1
99030 201 1 1
99036 301 1 1
99066 401 1 1
99084 501 1 1
99120 101 1 1
99150 201 1 1
99156 301 1 1
99186 401 1 1
99204 501 1 1
99240 101 1 1
99270 201 1 1
99276 301 1 1
99306 401 1 1
99324 501 1 1
99360 101 1 1
99390 201 1 1
99396 301 1 1
99426 401 1 1
99444 501 1 1
99480 101 1 1
99510 201 1 1
99516 301 1 1
99546 401 1 1
99564 501 1 1
99600 101 1 1
99630 201 1 1
99636 301 1 1
99666 401 1 1
99684 501 1 1
99720 101 1 1
99750 201 1 1
99756 301 1 1
99786 401 1 1
99804 501 1 1
99840 101 1 1
99870 201 1 1
99876 301 1 1
99906 401 1 1
99924 501 1 1
99960 101 1 1
99990 201 1 1
99996 301 1 1
100026 401 1 1
100044 501 1 1
100080 101 1 1
100110 201 1 1
100116 301 1 1
100146 401 1 1
100164 501 1 1
100200 101 1 1
100230 201 1 1
100236 301 1 1
100266 401 1 1
100284 501 1 1
100320 101 1 1
100350 201 1 1
100356 301 1 1
100386 401 1 1
100404 501 1 1
100440 101 1 1
100470 201 1 1
100476 301 1 1
100506 401 1 1
100524 501 1 1
100560 101 1 1
100590 201 1 1
100596 301 1 1
100626 401 1 1
100644 501 1 1
100680 101 1 1
100710 201 1 1
100716 301 1 1
100746 401 1 1
100764 501 1 1
100800 101 1 1
100830 201 1 1
100836 301 1 1
100866 401 1 1
100884 501 1 1
100920 101 1 1
100950 201 1 1
100956 301 1 1
100986 401 1 1
101004 501 1 1
101040 101 1 1
101070 201 1 1
101076 301 1 1
101106 401 1 1
101124 501 1 1
101160 101 1 1
101190 201 1 1
101196 301 1 1
101226 401 1 1
101244 501 1 1
101280 101 1 1
101310 201 1 1
101316 301 1 1
101346 401 1 1
101364 501 1 1
101400 101 1 1
101430 201 1 1
101436 301 1 1
101466 401 1 1
101484 501 1 1
101520 101 1 1
101550 201 1 1
101556 301 1 1
101586 401 1 1
101604 501 1 1
101640 101 1 1
101670 201 1 1
101676 301 1 1
101706 401 1 1
101724 501 1 1
101760 101 1 1
101790 201 1 1
101796 301 1 1
101826 401 1 1
101844 501 1 1
101880 101 1 1
101910 201 1 1
101916 301 1 1
101946 401 1 1
101964 501 1 1
102000 101 1 1
102030 201 1 1
102036 301 1 1
102066 401 1 1
102084 501 1 1
102120 101 1 1
102150 201 1 1
102156 301 1 1
102186 401 1 1
102204 501 1 1
102240 101 1 1
102270 201 1 1
102276 301 1 1
102306 401 1 1
102324 501 1 1
102360 101 1 1
102390 201 1 1
102396 301 1 1
102426 401 1 1
102444 501 1 1
102480 101 1 1
102510 201 1 1
102516 301 1 1
102546 401 1 1
102564 501 1 1
102600 101 1 1
102630 201 1 1
102636 301 1 1
102666 401 1 1
102684 501 1 1
102720 101 1 1
102750 201 1 1
102756 301 1 1
102786 401 1 1
102804 501 1 1
102840 101 1 1
102870 201 1 1
102876 301 1 1
102906 401 1 1
102924 501 1 1
102960 101 1 1
102990 201 1 1
102996 301 1 1
103026 401 1 1
103044 501 1 1
103080 101 1 1
103110 201 1 1
103116 301 1 1
103146 401 1 1
103164 501 1 1
103200 101 1 1
103230 201 1 1
103236 301 1 1
103266 401 1 1
103284 501 1 1
103320 101 1 1
103350 201 1 1
103356 301 1 1
103386 401 1 1
103404 501 1 1
103440 101 1 1
103470 201 1 1
103476 301 1 1
103506 401 1 1
103524 501 1 1
103560 101 1 1
103590 201 1 1
103596 301 1 1
103626 401 1 1
103644 501 1 1
103680 101 1 1
103710 201 1 1
103716 301 1 1
103746 401 1 1
103764 501 1 1
103800 101 1 1
103830 201 1 1
103836 301 1 1
103866 401 1 1
103884 501 1 1
103920 101 1 1
103950 201 1 1
103956 301 1 1
103986 401 1 1
104004 501 1 1
104040 101 1 1
104070 201 1 1
104076 301 1 1
104106 401 1 1
104124 501 1 1
104160 101 1 1
104190 201 1 1
104196 301 1 1
104226 401 1 1
104244 501 1 1
104280 101 1 1
104310 201 1 1
104316 301 1 1
104346 401 1 1
104364 501 1 1
104400 101 1 1
104430 201 1 1
104436 301 1 1
104466 401 1 1
104484 501 1 1
104520 101 1 1
104550 201 1 1
104556 301 1 1
104586 401 1 1
104604 501 1 1
104640 101 1 1
104670 201 1 1
104676 301 1 1
104706 401 1 1
104724 501 1 1
104760 101 1 1
104790 201 1 1
104796 301 1 1
104826 401 1 1
104844 501 1 1
104880 101 1 1
104910 201 1 1
104916 301 1 1
104946 401 1 1
104964 501 1 1
105000 101 1 1
105030 201 1 1
105036 301 1 1
105066 401 1 1
105084 501 1 1
105120 101 1 1
105150 201 1 1
105156 301 1 1
105186 401 1 1
105204 501 1 1
105240 101 1 1
105270 201 1 1
105276 301 1 1
105306 401 1 1
105324 501 1 1
105360 101 1 1
105390 201 1 1
105396 301 1 1
105426 401 1 1
105444 501 1 1
105480 101 1 1
105510 201 1 1
105516 301 1 1
105546 401 1 1
105564 501 1 1
105600 101 1 1
105630 201 1 1
105636 301 1 1
105666 401 1 1
105684 501 1 1
105720 101 1 1
105750 201 1 1
105756 301 1 1
105786 401 1 1
105804 501 1 1
105840 101 1 1
105870 201 1 1
105876 301 1 1
105906 401 1 1
105924 501 1 1
105960 101 1 1
105990 201 1 1
105996 301 1 1
106026 401 1 1
106044 501 1 1
106080 101 1 1
106110 201 1 1
106116 301 1 1
106146 401 1 1
106164 501 1 1
106200 101 1 1
106230 201 1 1
106236 301 1 1
106266 401 1 1
106284 501 1 1
106320 101 1 1
106350 201 1 1
106356 301 1 1
106386 401 1 1
106404 501 1 1
106440 101 1 1
106470 201 1 1
106476 301 1 1
106506 401 1 1
106524 501 1 1
106560 101 1 1
106590 201 1 1
106596 301 1 1
106626 401 1 1
106644 501 1 1
106680 101 1 1
106710 201 1 1
106716 301 1 1
106746 401 1 1
106764 501 1 1
106800 101 1 1
106830 201 1 1
106836 301 1 1
106866 401 1 1
106884 501 1 1
106920 101 1 1
106950 201 1 1
106956 301 1 1
106986 401 1 1
107004 501 1 1
107040 101 1 1
107070 201 1 1
107076 301 1 1
107106 401 1 1
107124 501 1 1
107160 101 1 1
107190 201 1 1
107196 301 1 1
107226 401 1 1
107244 501 1 1
107280 101 1 1
107310 201 1 1
107316 301 1 1
107346 401 1 1
107364 501 1 1
107400 101 1 1
107430 201 1 1
107436 301 1 1
107466 401 1 1
107484 501 1 1
107520 101 1 1
107550 201 1 1
107556 301 1 1
107586 401 1 1
107604 501 1 1
107640 101 1 1
107670 201 1 1
107676 301 1 1
107706 401 1 1
107724 501 1 1
107760 101 1 1
107790 201 1 1
107796 301 1 1
107826 401 1 1
107844 501 1 1
107880 101 1 1
107910 201 1 1
107916 301 1 1
107946 401 1 1
107964 501 1 1
108000 101 1 1
108030 201 1 1
108036 301 1 1
108066 401 1 1
108084 501 1 1
108120 101 1 1
108150 201 1 1
108156 301 1 1
108186 401 1 1
108204 501 1 1
108240 101 1 1
108270 201 1 1
108276 301 1 1
108306 401 1 1
108324 501 1 1
108360 101 1 1
108390 201 1 1
108396 301 1 1
108426 401 1 1
108444 501 1 1
108480 101 1 1
108510 201 1 1
108516 301 1 1
108546 401 1 1
108564 501 1 1
108600 101 1 1
108630 201 1 1
108636 301 1 1
108666 401 1 1
108684 501 1 1
108720 101 1 1
108750 201 1 1
108756 301 1 1
108786 401 1 1
108804 501 1 1
108840 101 1 1
108870 201 1 1
108876 301 1 1
108906 401 1 1
108924 501 1 1
108960 101 1 1
108990 201 1 1
108996 301 1 1
109026 401 1 1
109044 501 1 1
109080 101 1 1
109110 201 1 1
109116 301 1 1
109146 401 1 1
109164 501 1 1
109200 101 1 1
109230 201 1 1
109236 301 1 1
109266 401 1 1
109284 501 1 1
109320 101 1 1
109350 201 1 1
109356 301 1 1
109386 401 1 1
109404 501 1 1
109440 101 1 1
109470 201 1 1
109476 301 1 1
109506 401 1 1
109524 501 1 1
109560 101 1 1
109590 201 1 1
109596 301 1 1
109626 401 1 1
109644 501 1 1
109680 101 1 1
109710 201 1 1
109716 301 1 1
109746 401 1 1
109764 501 1 1
109800 101 1 1
109830 201 1 1
109836 301 1 1
109866 401 1 1
109884 501 1 1
109920 101 1 1
109950 201 1 1
109956 301 1 1
109986 401 1 1
110004 501 1 1
110040 101 1 1
110070 201 1 1
110076 301 1 1
110106 401 1 1
110124 501 1 1
110160 101 1 1
110190 201 1 1
110196 301 1 1
110226 401 1 1
110244 501 1 1
110280 101 1 1
110310 201 1 1
110316 301 1 1
110346 401 1 1
110364 501 1 1
110400 101 1 1
110430 201 1 1
110436 301 1 1
110466 401 1 1
110484 501 1 1
110520 101 1 1
110550 201 1 1
110556 301 1 1
110586 401 1 1
110604 501 1 1
110640 101 1 1
110670 201 1 1
110676 301 1 1
110706 401 1 1
110724 501 1 1
110760 101 1 1
110790 201 1 1
110796 301 1 1
110826 401 1 1
110844 501 1 1
110880 101 1 1
110910 201 1 1
110916 301 1 1
110946 401 1 1
110964 501 1 1
111000 101 1 1
111030 201 1 1
111036 301 1 1
111066 401 1 1
111084 501 1 1
111120 101 1 1
111150 201 1 1
111156 301 1 1
111186 401 1 1
111204 501 1 1
111240 101 1 1
111270 201 1 1
111276 301 1 1
111306 401 1 1
111324 501 1 1
111360 101 1 1
111390 201 1 1
111396 301 1 1
111426 401 1 1
111444 501 1 1
111480 101 1 1
111510 201 1 1
111516 301 1 1
111546 401 1 1
111564 501 1 1
111600 101 1 1
111630 201 1 1
111636 301 1 1
111666 401 1 1
111684 501 1 1
111720 101 1 1
111750 201 1 1
111756 301 1 1
111786 401 1 1
111804 501 1 1
111840 101 1 1
111870 201 1 1
111876 301 1 1
111906 401 1 1
111924 501 1 1
111960 101 1 1
111990 201 1 1
111996 301 1 1
112026 401 1 1
112044 501 1 1
112080 101 1 1
112110 201 1 1
112116 301 1 1
112146 401 1 1
112164 501 1 1
112200 101 1 1
112230 201 1 1
112236 301 1 1
112266 401 1 1
112284 501 1 1
112320 101 1 1
112350 201 1 1
112356 301 1 1
112386 401 1 1
112404 501 1 1
112440 101 1 1
112470 201 1 1
112476 301 1 1
112506 401 1 1
112524 501 1 1
112560 101 1 1
112590 201 1 1
112596 301 1 1
112626 401 1 1
112644 501 1 1
112680 101 1 1
112710 201 1 1
112716 301 1 1
112746 401 1 1
112764 501 1 1
112800 101 1 1
112830 201 1 1
112836 301 1 1
112866 401 1 1
112884 501 1 1
112920 101 1 1
112950 201 1 1
112956 301 1 1
112986 401 1 1
113004 501 1 1
113040 101 1 1
113070 201 1 1
113076 301 1 1
113106 401 1 1
113124 501 1 1
113160 101 1 1
113190 201 1 1
113196 301 1 1
113226 401 1 1
113244 501 1 1
113280 101 1 1
113310 201 1 1
113316 301 1 1
113346 401 1 1
113364 501 1 1
113400 101 1 1
113430 201 1 1
113436 301 1 1
113466 401 1 1
113484 501 1 1
113520 101 1 1
113550 201 1 1
113556 301 1 1
113586 401 1 1
113604 501 1 1
113640 101 1 1
113670 201 1 1
113676 301 1 1
113706 401 1 1
113724 501 1 1
113760 101 1 1
113790 201 1 1
113796 301 1 1
113826 401 1 1
113844 501 1 1
113880 101 1 1
113910 201 1 1
113916 301 1 1
113946 401 1 1
113964 501 1 1
114000 101 1 1
114030 201 1 1
114036 301 1 1
114066 401 1 1
114084 501 1 1
114120 101 1 1
114150 201 1 1
114156 301 1 1
114186 401 1 1
114204 501 1 1
114240 101 1 1
114270 201 1 1
114276 301 1 1
114306 401 1 1
114324 501 1 1
114360 101 1 1
114390 201 1 1
114396 301 1 1
114426 401 1 1
114444 501 1 1
114480 101 1 1
114510 201 1 1
114516 301 1 1
114546 401 1 1
114564 501 1 1
114600 101 1 1
114630 201 1 1
114636 301 1 1
114666 401 1 1
114684 501 1 1
114720 101 1 1
114750 201 1 1
114756 301 1 1
114786 401 1 1
114804 501 1 1
114840 101 1 1
114870 201 1 1
114876 301 1 1
114906 401 1 1
114924 501 1 1
114960 101 1 1
114990 201 1 1
114996 301 1 1
115026 401 1 1
115044 501 1 1
115080 101 1 1
115110 201 1 1
115116 301 1 1
115146 401 1 1
115164 501 1 1
115200 101 1 1
115230 201 1 1
115236 301 1 1
115266 401 1 1
115284 501 1 1
115320 101 1 1
115350 201 1 1
115356 301 1 1
115386 401 1 1
115404 501 1 1
115440 101 1 1
115470 201 1 1
115476 301 1 1
115506 401 1 1
115524 501 1 1
115560 101 1 1
115590 201 1 1
115596 301 1 1
115626 401 1 1
115644 501 1 1
115680 101 1 1
115710 201 1 1
115716 301 1 1
115746 401 1 1
115764 501 1 1
115800 101 1 1
115830 201 1 1
115836 301 1 1
115866 401 1 1
115884 501 1 1
115920 101 1 1
115950 201 1 1
115956 301 1 1
115986 401 1 1
116004 501 1 1
116040 101 1 1
116070 201 1 1
116076 301 1 1
116106 401 1 1
116124 501 1 1
116160 101 1 1
116190 201 1 1
116196 301 1 1
116226 401 1 1
116244 501 1 1
116280 101 1 1
116310 201 1 1
116316 301 1 1
116346 401 1 1
116364 501 1 1
116400 101 1 1
116430 201 1 1
116436 301 1 1
116466 401 1 1
116484 501 1 1
116520 101 1 1
116550 201 1 1
116556 301 1 1
116586 401 1 1
116604 501 1 1
116640 101 1 1
116670 201 1 1
116676 301 1 1
116706 401 1 1
116724 501 1 1
116760 101 1 1
116790 201 1 1
116796 301 1 1
116826 401 1 1
116844 501 1 1
116880 101 1 1
116910 201 1 1
116916 301 1 1
116946 401 1 1
116964 501 1 1
117000 101 1 1
117030 201 1 1
117036 301 1 1
117066 401 1 1
117084 501 1 1
117120 101 1 1
117150 201 1 1
117156 301 1 1
117186 401 1 1
117204 501 1 1
117240 101 1 1
117270 201 1 1
117276 301 1 1
117306 401 1 1
117324 501 1 1
117360 101 1 1
117390 201 1 1
117396 301 1 1
117426 401 1 1
117444 501 1 1
117480 101 1 1
117510 201 1 1
117516 301 1 1
117546 401 1 1
117564 501 1 1
117600 101 1 1
117630 201 1 1
117636 301 1 1
117666 401 1 1
117684 501 1 1
117720 101 1 1
117750 201 1 1
117756 301 1 1
117786 401 1 1
117804 501 1 1
117840 101 1 1
117870 201 1 1
117876 301 1 1
117906 401 1 1
117924 501 1 1
117960 101 1 1
117990 201 1 1
117996 301 1 1
118026 401 1 1
118044 501 1 1
118080 101 1 1
118110 201 1 1
118116 301 1 1
118146 401 1 1
118164 501 1 1
118200 101 1 1
118230 201 1 1
118236 301 1 1
118266 401 1 1
118284 501 1 1
118320 101 1 1
118350 201 1 1
118356 301 1 1
118386 401 1 1
118404 501 1 1
118440 101 1 1
118470 201 1 1
118476 301 1 1
118506 401 1 1
118524 501 1 1
118560 101 1 1
118590 201 1 1
118596 301 1 1
118626 401 1 1
118644 501 1 1
118680 101 1 1
118710 201 1 1
118716 301 1 1
118746 401 1 1
118764 501 1 1
118800 101 1 1
118830 201 1 1
118836 301 1 1
118866 401 1 1
118884 501 1 1
118920 101 1 1
118950 201 1 1
118956 301 1 1
118986 401 1 1
119004 501 1 1
119040 101 1 1
119070 201 1 1
119076 301 1 1
119106 401 1 1
119124 501 1 1
119160 101 1 1
119190 201 1 1
119196 301 1 1
119226 401 1 1
119244 501 1 1
119280 101 1 1
119310 201 1 1
119316 301 1 1
119346 401 1 1
119364 501 1 1
119400 101 1 1
119430 201 1 1
119436 301 1 1
119466 401 1 1
119484 501 1 1
119520 101 1 1
119550 201 1 1
119556 301 1 1
119586 401 1 1
119604 501 1 1
119640 101 1 1
119670 201 1 1
119676 301 1 1
119706 401 1 1
119724 501 1 1
119760 101 1 1
119790 201 1 1
119796 301 1 1
119826 401 1 1
119844 501 1 1
119880 101 1 1
119910 201 1 1
119916 301 1 1
119946 401 1 1
119964 501 1 1
120000 101 1 1
120030 201 1 1
120036 301 1 1
120066 401 1 1
120084 501 1 1
120120 101 1 1
120150 201 1 1
120156 301 1 1
120186 401 1 1
120204 501 1 1
120240 101 1 1
120270 201 1 1
120276 301 1 1
120306 401 1 1
120324 501 1 1
120360 101 1 1
120390 201 1 1
120396 301 1 1
120426 401 1 1
120444 501 1 1
120480 101 1 1
120510 201 1 1
120516 301 1 1
120546 401 1 1
120564 501 1 1
120600 101 1 1
120630 201 1 1
120636 301 1 1
120666 401 1 1
120684 501 1 1
120720 101 1 1
120750 201 1 1
120756 301 1 1
120786 401 1 1
120804 501 1 1
120840 101 1 1
120870 201 1 1
120876 301 1 1
120906 401 1 1
120924 501 1 1
120960 101 1 1
120990 201 1 1
120996 301 1 1
121026 401 1 1
121044 501 1 1
121080 101 1 1
121110 201 1 1
121116 301 1 1
121146 401 1 1
121164 501 1 1
121200 101 1 1
121230 201 1 1
121236 301 1 1
121266 401 1 1
121284 501 1 1
121320 101 1 1
121350 201 1 1
121356 301 1 1
121386 401 1 1
121404 501 1 1
121440 101 1 1
121470 201 1 1
121476 301 1 1
121506 401 1 1
121524 501 1 1
121560 101 1 1
121590 201 1 1
121596 301 1 1
121626 401 1 1
121644 501 1 1
121680 101 1 1
121710 201 1 1
121716 301 1 1
121746 401 1 1
121764 501 1 1
121800 101 1 1
121830 201 1 1
121836 301 1 1
121866 401 1 1
121884 501 1 1
121920 101 1 1
121950 201 1 1
121956 301 1 1
121986 401 1 1
122004 501 1 1
122040 101 1 1
122070 201 1 1
122076 301 1 1
122106 401 1 1
122124 501 1 1
122160 101 1 1
122190 201 1 1
122196 301 1 1
122226 401 1 1
122244 501 1 1
122280 101 1 1
122310 201 1 1
122316 301 1 1
122346 401 1 1
122364 501 1 1
122400 101 1 1
122430 201 1 1
122436 301 1 1
122466 401 1 1
122484 501 1 1
122520 101 1 1
122550 201 1 1
122556 301 1 1
122586 401 1 1
122604 501 1 1
122640 101 1 1
122670 201 1 1
122676 301 1 1
122706 401 1 1
122724 501 1 1
122760 101 1 1
122790 201 1 1
122796 301 1 1
122826 401 1 1
122844 501 1 1
122880 101 1 1
122910 201 1 1
122916 301 1 1
122946 401 1 1
122964 501 1 1
123000 101 1 1
123030 201 1 1
123036 301 1 1
123066 401 1 1
123084 501 1 1
123120 101 1 1
123150 201 1 1
123156 301 1 1
123186 401 1 1
123204 501 1 1
123240 101 1 1
123270 201 1 1
123276 301 1 1
123306 401 1 1
123324 501 1 1
123360 101 1 1
123390 201 1 1
123396 301 1 1
123426 401 1 1
123444 501 1 1
123480 101 1 1
123510 201 1 1
123516 301 1 1
123546 401 1 1
123564 501 1 1
123600 101 1 1
123630 201 1 1
123636 301 1 1
123666 401 1 1
123684 501 1 1
123720 101 1 1
123750 201 1 1
123756 301 1 1
123786 401 1 1
123804 501 1 1
123840 101 1 1
123870 201 1 1
123876 301 1 1
123906 401 1 1
123924 501 1 1
123960 101 1 1
123990 201 1 1
123996 301 1 1
124026 401 1 1
124044 501 1 1
124080 101 1 1
124110 201 1 1
124116 301 1 1
124146 401 1 1
124164 501 1 1
124200 101 1 1
124230 201 1 1
124236 301 1 1
124266 401 1 1
124284 501 1 1
124320 101 1 1
124350 201 1 1
124356 301 1 1
124386 401 1 1
124404 501 1 1
124440 101 1 1
124470 201 1 1
124476 301 1 1
124506 401 1 1
124524 501 1 1
124560 101 1 1
124590 201 1 1
124596 301 1 1
124626 401 1 1
124644 501 1 1
124680 101 1 1
124710 201 1 1
124716 301 1 1
124746 401 1 1
124764 501 1 1
124800 101 1 1
124830 201 1 1
124836 301 1 1
124866 401 1 1
124884 501 1 1
124920 101 1 1
124950 201 1 1
124956 301 1 1
124986 401 1 1
125004 501 1 1
125040 101 1 1
125070 201 1 1
125076 301 1 1
125106 401 1 1
125124 501 1 1
125160 101 1 1
125190 201 1 1
125196 301 1 1
125226 401 1 1
125244 501 1 1
125280 101 1 1
125310 201 1 1
125316 301 1 1
125346 401 1 1
125364 501 1 1
125400 101 1 1
125430 201 1 1
125436 301 1 1
125466 401 1 1
125484 501 1 1
125520 101 1 1
125550 201 1 1
125556 301 1 1
125586 401 1 1
125604 501 1 1
125640 101 1 1
125670 201 1 1
125676 301 1 1
125706 401 1 1
125724 501 1 1
125760 101 1 1
125790 201 1 1
125796 301 1 1
125826 401 1 1
125844 501 1 1
125880 101 1 1
125910 201 1 1
125916 301 1 1
125946 401 1 1
125964 501 1 1
126000 101 1 1
126030 201 1 1
126036 301 1 1
126066 401 1 1
126084 501 1 1
126120 101 1 1
126150 201 1 1
126156 301 1 1
126186 401 1 1
126204 501 1 1
126240 101 1 1
126270 201 1 1
126276 301 1 1
126306 401 1 1
126324 501 1 1
126360 101 1 1
126390 201 1 1
126396 301 1 1
126426 401 1 1
126444 501 1 1
126480 101 1 1
126510 201 1 1
126516 301 1 1
126546 401 1 1
126564 501 1 1
126600 101 1 1
126630 201 1 1
126636 301 1 1
126666 401 1 1
126684 501 1 1
126720 101 1 1
126750 201 1 1
126756 301 1 1
126786 401 1 1
126804 501 1 1
126840 101 1 1
126870 201 1 1
126876 301 1 1
126906 401 1 1
126924 501 1 1
126960 101 1 1
126990 201 1 1
126996 301 1 1
127026 401 1 1
127044 501 1 1
127080 101 1 1
127110 201 1 1
127116 301 1 1
127146 401 1 1
127164 501 1 1
127200 101 1 1
127230 201 1 1
127236 301 1 1
127266 401 1 1
127284 501 1 1
127320 101 1 1
127350 201 1 1
127356 301 1 1
127386 401 1 1
127404 501 1 1
127440 101 1 1
127470 201 1 1
127476 301 1 1
127506 401 1 1
127524 501 1 1
127560 101 1 1
127590 201 1 1
127596 301 1 1
127626 401 1 1
127644 501 1 1
127680 101 1 1
127710 201 1 1
127716 301 1 1
127746 401 1 1
127764 501 1 1
127800 101 1 1
127830 201 1 1
127836 301 1 1
127866 401 1 1
127884 501 1 1
127920 101 1 1
127950 201 1 1
127956 301 1 1
127986 401 1 1
128004 501 1 1
128040 101 1 1
128070 201 1 1
128076 301 1 1
128106 401 1 1
128124 501 1 1
128160 101 1 1
128190 201 1 1
128196 301 1 1
128226 401 1 1
128244 501 1 1
128280 101 1 1
128310 201 1 1
128316 301 1 1
128346 401 1 1
128364 501 1 1
128400 101 1 1
128430 201 1 1
128436 301 1 1
128466 401 1 1
128484 501 1 1
128520 101 1 1
128550 201 1 1
128556 301 1 1
128586 401 1 1
128604 501 1 1
128640 101 1 1
128670 201 1 1
128676 301 1 1
128706 401 1 1
128724 501 1 1
128760 101 1 1
128790 201 1 1
128796 301 1 1
128826 401 1 1
128844 501 1 1
128880 101 1 1
128910 201 1 1
128916 301 1 1
128946 401 1 1
128964 501 1 1
129000 101 1 1
129030 201 1 1
129036 301 1 1
129066 401 1 1
129084 501 1 1
129120 101 1 1
129150 201 1 1
129156 301 1 1
129186 401 1 1
129204 501 1 1
129240 101 1 1
129270 201 1 1
129276 301 1 1
129306 401 1 1
129324 501 1 1
129360 101 1 1
129390 201 1 1
129396 301 1 1
129426 401 1 1
129444 501 1 1
129480 101 1 1
129510 201 1 1
129516 301 1 1
129546 401 1 1
129564 501 1 1
129600 101 1 1
129630 201 1 1
129636 301 1 1
129666 401 1 1
129684 501 1 1
129720 101 1 1
129750 201 1 1
129756 301 1 1
129786 401 1 1
129804 501 1 1
129840 101 1 1
129870 201 1 1
129876 301 1 1
129906 401 1 1
129924 501 1 1
129960 101 1 1
129990 201 1 1
129996 301 1 1
130026 401 1 1
130044 501 1 1
130080 101 1 1
130110 201 1 1
130116 301 1 1
130146 401 1 1
130164 501 1 1
130200 101 1 1
130230 201 1 1
130236 301 1 1
130266 401 1 1
130284 501 1 1
130320 101 1 1
130350 201 1 1
130356 301 1 1
130386 401 1 1
130404 501 1 1
130440 101 1 1
130470 201 1 1
130476 301 1 1
130506 401 1 1
130524 501 1 1
130560 101 1 1
130590 201 1 1
130596 301 1 1
130626 401 1 1
130644 501 1 1
130680 101 1 1
130710 201 1 1
130716 301 1 1
130746 401 1 1
130764 501 1 1
130800 101 1 1
130830 201 1 1
130836 301 1 1
130866 401 1 1
130884 501 1 1
130920 101 1 1
130950 201 1 1
130956 301 1 1
130986 401 1 1
131004 501 1 1
131040 101 1 1
131070 201 1 1
131076 301 1 1
131106 401 1 1
131124 501 1 1
131160 101 1 1
131190 201 1 1
131196 301 1 1
131226 401 1 1
131244 501 1 1
131280 101 1 1
131310 201 1 1
131316 301 1 1
131346 401 1 1
131364 501 1 1
131400 101 1 1
131430 201 1 1
131436 301 1 1
131466 401 1 1
131484 501 1 1
131520 101 1 1
131550 201 1 1
131556 301 1 1
131586 401 1 1
131604 501 1 1
131640 101 1 1
131670 201 1 1
131676 301 1 1
131706 401 1 1
131724 501 1 1
131760 101 1 1
131790 201 1 1
131796 301 1 1
131826 401 1 1
131844 501 1 1
131880 101 1 1
131910 201 1 1
131916 301 1 1
131946 401 1 1
131964 501 1 1
132000 101 1 1
132030 201 1 1
132036 301 1 1
132066 401 1 1
132084 501 1 1
132120 101 1 1
132150 201 1 1
132156 301 1 1
132186 401 1 1
132204 501 1 1
132240 101 1 1
132270 201 1 1
132276 301 1 1
132306 401 1 1
132324 501 1 1
132360 101 1 1
132390 201 1 1
132396 301 1 1
132426 401 1 1
132444 501 1 1
132480 101 1 1
132510 201 1 1
132516 301 1 1
132546 401 1 1
132564 501 1 1
132600 101 1 1
132630 201 1 1
132636 301 1 1
132666 401 1 1
132684 501 1 1
132720 101 1 1
132750 201 1 1
132756 301 1 1
132786 401 1 1
132804 501 1 1
132840 101 1 1
132870 201 1 1
132876 301 1 1
132906 401 1 1
132924 501 1 1
132960 101 1 1
132990 201 1 1
132996 301 1 1
133026 401 1 1
133044 501 1 1
133080 101 1 1
133110 201 1 1
133116 301 1 1
